# version: e109_eg56_p17_1d3191d
# date: 9/8/2023, 11:36:46 AM
# organism: mmusculus
# all results: false
# ordered: false
# no iea: false
# sources: GO:MF,GO:BP,GO:CC,KEGG,REAC,WP,TF,MIRNA,HPA,CORUM,HP
# combined: false
# numeric ns: ENTREZGENE_ACC
# domain scope: annotated
# measure underrepresentation: false
# significance threshold method: g_SCS
# user threshold: 0.05
# no evidences: false
# query genes included: query_1<ENSMUSG00000032826,ENSMUSG00000069601,ENSMUSG00000046876,ENSMUSG00000035131,ENSMUSG00000064115,ENSMUSG00000054423,ENSMUSG00000039578,ENSMUSG00000040452,ENSMUSG00000040420,ENSMUSG00000046159,ENSMUSG00000030075,ENSMUSG00000064293,ENSMUSG00000039419,ENSMUSG00000060924,ENSMUSG00000022311,ENSMUSG00000063063,ENSMUSG00000060843,ENSMUSG00000022240,ENSMUSG00000060534,ENSMUSG00000036095,ENSMUSG00000048264,ENSMUSG00000045103,ENSMUSG00000036815,ENSMUSG00000062209,ENSMUSG00000036617,ENSMUSG00000025551,ENSMUSG00000049176,ENSMUSG00000029212,ENSMUSG00000071424,ENSMUSG00000056073,ENSMUSG00000021730,ENSMUSG00000042807,ENSMUSG00000053465,ENSMUSG00000052372,ENSMUSG00000092083,ENSMUSG00000060882,ENSMUSG00000059742,ENSMUSG00000029088,ENSMUSG00000028033,ENSMUSG00000045083,ENSMUSG00000035653,ENSMUSG00000049252,ENSMUSG00000050587,ENSMUSG00000028176,ENSMUSG00000052581,ENSMUSG00000068205,ENSMUSG00000045095,ENSMUSG00000040003,ENSMUSG00000034751,ENSMUSG00000034912,ENSMUSG00000019888,ENSMUSG00000020181,ENSMUSG00000027799,ENSMUSG00000040037,ENSMUSG00000069670,ENSMUSG00000063887,ENSMUSG00000062991,ENSMUSG00000022307,ENSMUSG00000029108,ENSMUSG00000055421,ENSMUSG00000021699,ENSMUSG00000054728,ENSMUSG00000051177,ENSMUSG00000053825,ENSMUSG00000028399,ENSMUSG00000039717,ENSMUSG00000026527,ENSMUSG00000041670,ENSMUSG00000037386,ENSMUSG00000022883,ENSMUSG00000039539,ENSMUSG00000025909,ENSMUSG00000035864,ENSMUSG00000053477,ENSMUSG00000049336,ENSMUSG00000051951>
# query genes not included: PAK7
# query genes duplicates: none
"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","multicellular organismal process","GO:0032501","false","0.0000013520157854892375","5.869018237750264","9152","74","51","27205","ANK2,ANK3,ATXN1,BRINP3,CADM2,CHRM3,CNTN3,CNTN4,CNTNAP2,CSMD1,CSMD3,CTNNA2,CTNNA3,CTNND2,DCC,DMD,ERBB4,ETL4,FGF14,GABRB1,GRID2,GRIK2,HCN1,HECW2,IL1RAPL1,KCND2,LINGO2,LRFN5,LRRC4C,LRRTM4,MACROD2,MAGI2,MDGA2,NAV3,NBEA,NEGR1,NLGN1,NRG1,OXR1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SGCZ,SYT1,TCF4"
"GO:BP","regulation of localization","GO:0032879","false","0.0000016518775351694015","5.782022153003299","2293","74","25","27205","ANK2,ANK3,CADPS,CHRM3,DMD,DPP10,ERBB4,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,MAGI2,NBEA,NKAIN2,NLGN1,NRG1,PDE4D,PLCB1,RGS7,RIMS2,SYT1"
"GO:BP","regulation of transport","GO:0051049","false","0.0000017916367650583976","5.746750034250254","1930","74","23","27205","ANK2,ANK3,CADPS,CHRM3,DMD,ERBB4,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,MAGI2,NKAIN2,NLGN1,NRG1,PDE4D,PLCB1,RGS7,RIMS2,SYT1"
"GO:BP","head development","GO:0060322","false","0.0000020162664354318576","5.695452079472407","850","74","16","27205","ATXN1,CADM2,CNTN4,CNTNAP2,CTNNA2,DMD,ERBB4,GRID2,MACROD2,NEGR1,NRG1,PHACTR1,PLCB1,RGS7,ROBO1,SYT1"
"GO:BP","cell development","GO:0048468","false","0.000002085787984471812","5.680729838696414","3139","74","29","27205","ANK2,ANK3,ATXN1,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,GABRB1,GRID2,HCN1,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","cellular component organization","GO:0016043","false","0.0000022236665204133484","5.6529303426311674","7634","74","46","27205","ANK2,ANK3,CADPS,CDH12,CDH18,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNNA3,CTNND2,DCC,DGKB,DMD,ERBB4,FRMPD4,GRID2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI2,MAST4,MDGA2,NAV3,NBEA,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SGCZ,SYT1,TCF4,XKR4"
"GO:BP","regulation of monoatomic ion transport","GO:0043269","false","0.000002291783743867034","5.639826365446465","614","74","14","27205","ANK2,ANK3,DMD,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,NKAIN2,PDE4D,PLCB1,RGS7"
"GO:BP","regulation of presynapse assembly","GO:1905606","false","0.000002669716100717975","5.573534919327203","40","74","6","27205","GRID2,IL1RAPL1,LRFN5,MDGA2,NLGN1,NRG1"
"GO:BP","regulation of presynapse organization","GO:0099174","false","0.000004213089584554162","5.375399306203345","43","74","6","27205","GRID2,IL1RAPL1,LRFN5,MDGA2,NLGN1,NRG1"
"GO:BP","cellular component organization or biogenesis","GO:0071840","false","0.000005582642645575762","5.253160171186225","7835","74","46","27205","ANK2,ANK3,CADPS,CDH12,CDH18,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNNA3,CTNND2,DCC,DGKB,DMD,ERBB4,FRMPD4,GRID2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI2,MAST4,MDGA2,NAV3,NBEA,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SGCZ,SYT1,TCF4,XKR4"
"GO:BP","cell-cell signaling","GO:0007267","false","0.000010421025679121753","4.982089533928939","1748","74","21","27205","ANK2,ATXN1,CADPS,CHRM3,CNTNAP2,CTNND2,DCC,DGKB,ERBB4,GABRB1,GRID2,GRIK2,HCN1,IL1RAPL1,LRRC4C,NLGN1,NRG1,PLCB1,PTPRD,RIMS2,SYT1"
"GO:BP","potassium ion transmembrane transport","GO:0071805","false","0.00001448614156571321","4.839047274974896","212","74","9","27205","ANK2,ANK3,HCN1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,RGS7"
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","0.000018394555831517637","4.735310694500419","2787","74","26","27205","ANK2,ANK3,CDH12,CDH18,CNTN4,CNTNAP2,CSMD1,CTNNA2,CTNND2,DCC,DMD,ERBB4,GRID2,HCN1,HECW2,LRRC4C,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","regulation of plasma membrane bounded cell projection organization","GO:0120035","false","0.00002421735985961113","4.615873204747892","739","74","14","27205","CSMD3,CTNNA2,DCC,DMD,GRID2,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PPFIA2,PTPRD,ROBO1"
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","false","0.000025452976866117954","4.594261417220218","1016","74","16","27205","ANK2,ANK3,DMD,GABRB1,GRID2,GRIK2,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,PDE4D,PLCB1,RGS7"
"GO:BP","regulation of cell projection organization","GO:0031344","false","0.00003065351389108842","4.513519733999137","753","74","14","27205","CSMD3,CTNNA2,DCC,DMD,GRID2,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PPFIA2,PTPRD,ROBO1"
"GO:BP","cell morphogenesis involved in neuron differentiation","GO:0048667","false","0.000040379575296025744","4.393838253187388","643","74","13","27205","ANK3,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,HECW2,LRRC4C,NLGN1,PHACTR1,PPFIA2,PTPRD,ROBO1"
"GO:BP","potassium ion transport","GO:0006813","false","0.000044055845402947345","4.355996460513625","241","74","9","27205","ANK2,ANK3,HCN1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,RGS7"
"GO:BP","cardiac muscle cell action potential","GO:0086001","false","0.00004953171366133086","4.30511664636066","64","74","6","27205","ANK2,ANK3,CTNNA3,DMD,HCN1,KCND2"
"GO:BP","transmembrane transport","GO:0055085","false","0.00006466329280101819","4.189342183904775","1577","74","19","27205","ANK2,ANK3,CHRM3,DMD,ERBB4,GABRB1,GRID2,GRIK2,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,NLGN1,PDE4D,PLCB1,RGS7"
"GO:BP","positive regulation of cellular component organization","GO:0051130","false","0.00006762699127120251","4.16987993393176","1246","74","17","27205","CNTNAP2,DCC,DMD,FRMPD4,GRID2,LINGO2,LRRTM4,MAGI2,NAV3,NEGR1,NLGN1,NRG1,PLCB1,PTPRD,RIMS2,ROBO1,SYT1"
"GO:BP","dendrite morphogenesis","GO:0048813","false","0.00007417276830936807","4.129755511752035","180","74","8","27205","CNTNAP2,CTNNA2,CTNND2,HECW2,NLGN1,PHACTR1,PPFIA2,PTPRD"
"GO:BP","monoatomic ion transport","GO:0006811","false","0.00010110119691947471","3.995243702841777","1281","74","17","27205","ANK2,ANK3,DMD,GABRB1,GRID2,GRIK2,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,NKAIN2,PDE4D,PLCB1,RGS7"
"GO:BP","cell differentiation","GO:0030154","false","0.00010171666496592666","3.9926078876886137","4715","74","33","27205","ANK2,ANK3,ATXN1,BRINP3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,GABRB1,GRID2,HCN1,HECW2,LRRC4C,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","modulation of chemical synaptic transmission","GO:0050804","false","0.00010373977399472589","3.9840547024861617","697","74","13","27205","CNTNAP2,DCC,DGKB,ERBB4,GRID2,GRIK2,HCN1,LRRC4C,NLGN1,PLCB1,PTPRD,RIMS2,SYT1"
"GO:BP","regulation of trans-synaptic signaling","GO:0099177","false","0.0001054849444525857","3.9768095214824495","698","74","13","27205","CNTNAP2,DCC,DGKB,ERBB4,GRID2,GRIK2,HCN1,LRRC4C,NLGN1,PLCB1,PTPRD,RIMS2,SYT1"
"GO:BP","cellular developmental process","GO:0048869","false","0.00012097969751455274","3.917287505693479","4748","74","33","27205","ANK2,ANK3,ATXN1,BRINP3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,GABRB1,GRID2,HCN1,HECW2,LRRC4C,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","regulation of monoatomic ion transmembrane transporter activity","GO:0032412","false","0.00013682542767554467","3.8638331857081045","275","74","9","27205","ANK2,ANK3,CHRM3,DMD,HCN1,HECW2,NLGN1,PDE4D,PLCB1"
"GO:BP","cell morphogenesis involved in differentiation","GO:0000904","false","0.00015617375184909683","3.8063919562781527","722","74","13","27205","ANK3,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,HECW2,LRRC4C,NLGN1,PHACTR1,PPFIA2,PTPRD,ROBO1"
"GO:BP","excitatory postsynaptic potential","GO:0060079","false","0.00019644741338871558","3.7067536851438687","135","74","7","27205","ATXN1,CNTNAP2,GABRB1,GRID2,GRIK2,NLGN1,RIMS2"
"GO:BP","regulation of transmembrane transporter activity","GO:0022898","false","0.00020282998703485364","3.692867837104865","288","74","9","27205","ANK2,ANK3,CHRM3,DMD,HCN1,HECW2,NLGN1,PDE4D,PLCB1"
"GO:BP","regulation of cellular process","GO:0050794","false","0.00021460310199897264","3.668364004777802","12308","74","56","27205","ANK2,ANK3,ATXN1,BRINP3,CADPS,CHRM3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNNA3,CTNND2,DCC,DGKB,DMD,DPP10,ERBB4,FGF14,FRMPD4,GABRB1,GRID2,GRIK2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI1,MAGI2,MAST4,MDGA2,NAV3,NBEA,NEGR1,NLGN1,NRG1,OXR1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SYT1,TCF4,TENM2"
"GO:BP","chemical synaptic transmission, postsynaptic","GO:0099565","false","0.000277849181181156","3.556190878738345","142","74","7","27205","ATXN1,CNTNAP2,GABRB1,GRID2,GRIK2,NLGN1,RIMS2"
"GO:BP","regulation of transporter activity","GO:0032409","false","0.00029504997985165465","3.530104410682042","301","74","9","27205","ANK2,ANK3,CHRM3,DMD,HCN1,HECW2,NLGN1,PDE4D,PLCB1"
"GO:BP","transport","GO:0006810","false","0.00030123608428528375","3.5210930063513564","4664","74","32","27205","ANK2,ANK3,ATXN1,CADPS,CHRM3,DMD,ERBB4,GABRB1,GRID2,GRIK2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,LRP1B,MAGI2,NBEA,NKAIN2,NLGN1,NRG1,PDE4D,PLCB1,PPFIA2,RGS7,RIMS1,RIMS2,SYT1,XKR4"
"GO:BP","dendrite development","GO:0016358","false","0.00031207155046882485","3.5057458213300823","303","74","9","27205","CNTNAP2,CSMD3,CTNNA2,CTNND2,HECW2,NLGN1,PHACTR1,PPFIA2,PTPRD"
"GO:BP","localization","GO:0051179","false","0.000335275535972939","3.474598134550811","5491","74","35","27205","ANK2,ANK3,ATXN1,CADPS,CHRM3,CNTNAP2,DMD,DPP10,ERBB4,GABRB1,GRID2,GRIK2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,LRP1B,LRRTM4,MAGI2,NBEA,NKAIN2,NLGN1,NRG1,PDE4D,PLCB1,PPFIA2,RGS7,RIMS1,RIMS2,SYT1,XKR4"
"GO:BP","metal ion transport","GO:0030001","false","0.0003455065053848171","3.461543771079563","916","74","14","27205","ANK2,ANK3,DMD,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,NKAIN2,PDE4D,PLCB1,RGS7"
"GO:BP","inorganic ion transmembrane transport","GO:0098660","false","0.00035479863410325577","3.4500180607753754","918","74","14","27205","ANK2,ANK3,DMD,GABRB1,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,PDE4D,PLCB1,RGS7"
"GO:BP","inorganic cation transmembrane transport","GO:0098662","false","0.0005686131573773599","3.245183095207884","808","74","13","27205","ANK2,ANK3,DMD,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,PDE4D,PLCB1,RGS7"
"GO:BP","biological regulation","GO:0065007","false","0.0006011615365151537","3.221008814202236","13838","74","59","27205","ANK2,ANK3,ATXN1,BRINP3,CADPS,CHRM3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNNA3,CTNND2,DCC,DGKB,DMD,DPP10,ERBB4,FGF14,FRMPD4,GABRB1,GRID2,GRIK2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI1,MAGI2,MAST4,MDGA2,MGAT4C,NAV3,NBEA,NEGR1,NKAIN2,NLGN1,NRG1,OXR1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SYT1,TCF4,TENM2,XKR4"
"GO:BP","regulation of biological process","GO:0050789","false","0.000603228216564687","3.219518352132092","13424","74","58","27205","ANK2,ANK3,ATXN1,BRINP3,CADPS,CHRM3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNNA3,CTNND2,DCC,DGKB,DMD,DPP10,ERBB4,FGF14,FRMPD4,GABRB1,GRID2,GRIK2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI1,MAGI2,MAST4,MDGA2,MGAT4C,NAV3,NBEA,NEGR1,NKAIN2,NLGN1,NRG1,OXR1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SYT1,TCF4,TENM2"
"GO:BP","establishment of localization","GO:0051234","false","0.000665653548544609","3.17675174846312","4823","74","32","27205","ANK2,ANK3,ATXN1,CADPS,CHRM3,DMD,ERBB4,GABRB1,GRID2,GRIK2,HCN1,HECW2,IL1RAPL1,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,LRP1B,MAGI2,NBEA,NKAIN2,NLGN1,NRG1,PDE4D,PLCB1,PPFIA2,RGS7,RIMS1,RIMS2,SYT1,XKR4"
"GO:BP","cellular component assembly","GO:0022607","false","0.0007274463997425858","3.1381990011786285","4067","74","29","27205","ANK2,ANK3,CADPS,CDH12,CDH18,CNTNAP2,DMD,ERBB4,GRID2,HCN1,IL1RAPL1,KCNB2,KCND2,LINGO2,LRFN5,LRRTM4,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PTPRD,RIMS1,RIMS2,SYT1,TCF4"
"GO:BP","neuronal action potential","GO:0019228","false","0.000764639821837079","3.11654308801493","53","74","5","27205","ANK3,CNTNAP2,GRIK2,HCN1,KCND2"
"GO:BP","monoatomic cation transmembrane transport","GO:0098655","false","0.000895465800506788","3.047950996006806","841","74","13","27205","ANK2,ANK3,DMD,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,PDE4D,PLCB1,RGS7"
"GO:BP","regulation of monoatomic cation transmembrane transport","GO:1904062","false","0.001074439037685601","2.9688182207940637","351","74","9","27205","ANK2,ANK3,DMD,HCN1,HECW2,KCNIP4,PDE4D,PLCB1,RGS7"
"GO:BP","postsynaptic density organization","GO:0097106","false","0.0012080929329879675","2.9178996561689794","58","74","5","27205","CNTNAP2,GRID2,MAGI2,NLGN1,PTPRD"
"GO:BP","regulation of heart rate","GO:0002027","false","0.0012148458586508288","2.9154788224640993","109","74","6","27205","ANK2,CHRM3,CTNNA3,DMD,HCN1,PDE4D"
"GO:BP","monoatomic cation transport","GO:0006812","false","0.0020638229211629847","2.6853275685084568","1063","74","14","27205","ANK2,ANK3,DMD,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,NKAIN2,PDE4D,PLCB1,RGS7"
"GO:BP","behavior","GO:0007610","false","0.002114935628875961","2.6747028464683247","760","74","12","27205","ATXN1,CNTNAP2,CSMD1,GRIK2,HCN1,KCND2,NEGR1,NLGN1,NRG1,OXR1,PDE4D,PLCB1"
"GO:BP","positive regulation of cell junction assembly","GO:1901890","false","0.002247164926475182","2.6483650521783013","121","74","6","27205","CNTNAP2,GRID2,LINGO2,LRRTM4,NLGN1,PTPRD"
"GO:BP","postsynaptic specialization organization","GO:0099084","false","0.002498321172158417","2.602351731562321","67","74","5","27205","CNTNAP2,GRID2,MAGI2,NLGN1,PTPRD"
"GO:BP","protein localization to membrane","GO:0072657","false","0.002737089059519602","2.5627110712677488","639","74","11","27205","ANK2,ANK3,DPP10,ERBB4,GRIK2,KCNB2,KCNIP4,LRRTM4,MAGI2,NBEA,NLGN1"
"GO:BP","cellular component biogenesis","GO:0044085","false","0.002818140759181705","2.550037318746465","4334","74","29","27205","ANK2,ANK3,CADPS,CDH12,CDH18,CNTNAP2,DMD,ERBB4,GRID2,HCN1,IL1RAPL1,KCNB2,KCND2,LINGO2,LRFN5,LRRTM4,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PTPRD,RIMS1,RIMS2,SYT1,TCF4"
"GO:BP","regulation of system process","GO:0044057","true","0.0031821400832642106","2.4972807058806534","649","74","11","27205","ANK2,CHRM3,CNTNAP2,CTNNA3,DMD,GRIK2,HCN1,NLGN1,NRG1,PDE4D,RIMS2"
"GO:BP","positive regulation of developmental process","GO:0051094","false","0.003408871272790612","2.46738939846963","1458","74","16","27205","ATXN1,BRINP3,DMD,ERBB4,GRID2,LINGO2,LRRTM4,NLGN1,NRG1,PLCB1,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","regulation of action potential","GO:0098900","false","0.0035814270734505138","2.44594388770527","72","74","5","27205","ANK2,ANK3,CNTNAP2,CTNNA3,HCN1"
"GO:BP","regulation of postsynapse organization","GO:0099175","false","0.003739008304664246","2.4272435702387063","132","74","6","27205","DGKB,GRID2,IL1RAPL1,NLGN1,PPFIA2,PTPRD"
"GO:BP","positive regulation of synapse assembly","GO:0051965","false","0.004689240771704252","2.3288974675942677","76","74","5","27205","GRID2,LINGO2,LRRTM4,NLGN1,PTPRD"
"GO:BP","trans-synaptic signaling by trans-synaptic complex","GO:0099545","false","0.005197113216184884","2.2842378222133553","10","74","3","27205","IL1RAPL1,NLGN1,PTPRD"
"GO:BP","presynaptic membrane organization","GO:0097090","false","0.005197113216184884","2.2842378222133553","10","74","3","27205","LRRTM4,NLGN1,PTPRD"
"GO:BP","cellular localization","GO:0051641","false","0.006419043507849562","2.1925296806866603","3491","74","25","27205","ANK2,ANK3,ATXN1,CADPS,CHRM3,CNTNAP2,DMD,DPP10,ERBB4,GRID2,GRIK2,HCN1,KCNB2,KCNIP4,LRRTM4,MAGI2,NBEA,NLGN1,NRG1,PDE4D,PLCB1,PPFIA2,RIMS1,RIMS2,SYT1"
"GO:BP","regulation of metal ion transport","GO:0010959","false","0.006667960013727588","2.17600701320359","438","74","9","27205","ANK2,ANK3,DMD,HECW2,KCNIP4,NKAIN2,PDE4D,PLCB1,RGS7"
"GO:BP","excitatory synapse assembly","GO:1904861","false","0.007887429443525626","2.1030645126827743","38","74","4","27205","CNTNAP2,GRID2,NLGN1,PTPRD"
"GO:BP","localization within membrane","GO:0051668","false","0.008404772692179867","2.0754740275983226","718","74","11","27205","ANK2,ANK3,DPP10,ERBB4,GRIK2,KCNB2,KCNIP4,LRRTM4,MAGI2,NBEA,NLGN1"
"GO:BP","ligand-gated ion channel signaling pathway","GO:1990806","true","0.008770790474353855","2.056961263740063","39","74","4","27205","CHRM3,GRID2,GRIK2,PLCB1"
"GO:BP","heart contraction","GO:0060047","false","0.00968793451517241","2.0137688054343053","241","74","7","27205","ANK2,CHRM3,CTNNA3,DMD,HCN1,PDE4D,SGCZ"
"GO:BP","regulation of cell communication","GO:0010646","false","0.009842562822472862","2.0068918045421795","3574","74","25","27205","ANK2,ANK3,ATXN1,CHRM3,CNTNAP2,CTNND2,DCC,DGKB,DMD,ERBB4,GRID2,GRIK2,HCN1,LRRC4C,MAGI2,NLGN1,NRG1,PDE4D,PLCB1,PTPRD,RGS7,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","regulation of sodium ion transport","GO:0002028","false","0.012726202269127565","1.8953011784070504","93","74","5","27205","ANK3,DMD,HECW2,NKAIN2,PLCB1"
"GO:BP","positive regulation of transport","GO:0051050","false","0.012842779007424964","1.8913409905194245","1070","74","13","27205","ANK2,ANK3,CADPS,CHRM3,DMD,ERBB4,HCN1,MAGI2,NLGN1,PLCB1,RGS7,RIMS2,SYT1"
"GO:BP","positive regulation of nervous system development","GO:0051962","false","0.013375618423637338","1.8736861291748306","358","74","8","27205","ATXN1,GRID2,LINGO2,LRRTM4,NLGN1,NRG1,PTPRD,ROBO1"
"GO:BP","transmission of nerve impulse","GO:0019226","false","0.013412819535590047","1.8724799186408654","94","74","5","27205","ANK3,CNTNAP2,GRIK2,HCN1,KCND2"
"GO:BP","heart process","GO:0003015","false","0.013669339608805441","1.8642524664987181","254","74","7","27205","ANK2,CHRM3,CTNNA3,DMD,HCN1,PDE4D,SGCZ"
"GO:BP","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156","false","0.015084908910744604","1.8214573079404623","168","74","6","27205","CADM2,CDH12,CDH18,PCDH7,PCDH9,ROBO1"
"GO:BP","regulation of developmental process","GO:0050793","false","0.015196262021316383","1.8182632267367702","2702","74","21","27205","ATXN1,BRINP3,CNTN4,CSMD3,DMD,ERBB4,GRID2,HECW2,LINGO2,LRRC4C,LRRTM4,NLGN1,NRG1,PLCB1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","cell communication involved in cardiac conduction","GO:0086065","true","0.015693161217217144","1.8042895636848042","45","74","4","27205","ANK2,CTNNA3,HCN1,PDE4D"
"GO:BP","maintenance of synapse structure","GO:0099558","false","0.015693161217217144","1.8042895636848042","45","74","4","27205","CNTNAP2,MAGI2,NLGN1,RIMS2"
"GO:BP","positive regulation of cation transmembrane transport","GO:1904064","false","0.016143137321896192","1.7920120588840882","170","74","6","27205","ANK2,ANK3,DMD,HCN1,PLCB1,RGS7"
"GO:BP","protein localization to cell periphery","GO:1990778","true","0.01875410717017963","1.726903606548928","375","74","8","27205","ANK2,ANK3,DPP10,ERBB4,KCNB2,KCNIP4,MAGI2,NBEA"
"GO:BP","positive regulation of transmembrane transport","GO:0034764","false","0.0189276785115129","1.7229026491881267","267","74","7","27205","ANK2,ANK3,DMD,ERBB4,HCN1,PLCB1,RGS7"
"GO:BP","postsynapse assembly","GO:0099068","false","0.020368461660276237","1.6910417701005585","48","74","4","27205","GRID2,MAGI2,NLGN1,PTPRD"
"GO:BP","protein localization","GO:0008104","false","0.02816642773764943","1.550268229769752","2581","74","20","27205","ANK2,ANK3,CADPS,CHRM3,CNTNAP2,DMD,DPP10,ERBB4,GRID2,GRIK2,HCN1,KCNB2,KCNIP4,LRRTM4,MAGI2,NBEA,NLGN1,PLCB1,RIMS1,RIMS2"
"GO:BP","cellular macromolecule localization","GO:0070727","false","0.02948505198364524","1.5303981022022548","2589","74","20","27205","ANK2,ANK3,CADPS,CHRM3,CNTNAP2,DMD,DPP10,ERBB4,GRID2,GRIK2,HCN1,KCNB2,KCNIP4,LRRTM4,MAGI2,NBEA,NLGN1,PLCB1,RIMS1,RIMS2"
"GO:BP","regulation of sodium ion transmembrane transporter activity","GO:2000649","false","0.030339239848538542","1.5179953046870864","53","74","4","27205","ANK3,DMD,HECW2,PLCB1"
"GO:BP","membrane assembly","GO:0071709","false","0.030339239848538542","1.5179953046870864","53","74","4","27205","ANK3,MAGI2,NLGN1,PTPRD"
"GO:BP","regulation of signaling","GO:0023051","false","0.03282490172463683","1.4837965654825598","3570","74","24","27205","ANK3,ATXN1,CHRM3,CNTNAP2,CTNND2,DCC,DGKB,DMD,ERBB4,GRID2,GRIK2,HCN1,LRRC4C,MAGI2,NLGN1,NRG1,PDE4D,PLCB1,PTPRD,RGS7,RIMS2,ROBO1,SYT1,TCF4"
