,chr,start,end,Input_count,MeCP2_count,corresponding_loci,MeCP2_signal,loci_name
512,chr13,76000001,80000000,1644006.0,1511161.0,chr13_78740359_78759828,-0.1215581900334687,chr13_76000001_80000000
513,chr13,79000001,83000000,1793894.0,1586664.0,chr13_81145803_81156292,-0.1770979967754753,chr13_79000001_83000000
514,chr13,79000001,83000000,1793894.0,1586664.0,chr13_81241445_81259934,-0.1770979967754753,chr13_79000001_83000000
515,chr13,81000001,85000000,1902015.0,1634770.0,chr13_83115029_83129049,-0.2184409503536015,chr13_81000001_85000000
516,chr13,81000001,85000000,1902015.0,1634770.0,chr13_83747545_83760001,-0.2184409503536015,chr13_81000001_85000000
517,chr13,82000001,86000000,1821750.0,1326477.0,chr13_84047997_84059591,-0.45772533003493127,chr13_82000001_86000000
518,chr13,84000001,88000000,1538486.0,1133677.0,chr13_86244168_86255987,-0.4405016600338758,chr13_84000001_88000000
519,chr13,86000001,90000000,1591056.0,998875.0,chr13_88740274_88756922,-0.6716085603007829,chr13_86000001_90000000
520,chr13,86000001,90000000,1591056.0,998875.0,chr13_88949850_88965434,-0.6716085603007829,chr13_86000001_90000000
521,chr13,87000001,91000000,1735928.0,1253165.0,chr13_89588542_89603412,-0.4701307293172228,chr13_87000001_91000000
522,chr13,89000001,93000000,1985836.0,3243305.0,chr13_91244293_91254929,0.7077182180269601,chr13_89000001_93000000
523,chr13,91000001,95000000,2017046.0,6069718.0,chr13_93749993_93759899,1.5893855043200984,chr13_91000001_95000000
524,chr13,94000001,98000000,2008381.0,6879912.0,chr13_96248726_96259784,1.7763571299595098,chr13_94000001_98000000
525,chr13,95000001,99000000,1993055.0,6482803.0,chr13_97190467_97201508,1.701636209749802,chr13_95000001_99000000
526,chr13,96000001,100000000,2029584.0,6443872.0,chr13_98745164_98759978,1.6667437856418985,chr13_96000001_100000000
527,chr13,97000001,101000000,1986294.0,6441168.0,chr13_99376296_99385390,1.6972431428778891,chr13_97000001_101000000
528,chr13,99000001,103000000,2018001.0,4614217.0,chr13_101223548_101233255,1.193158964135167,chr13_99000001_103000000
529,chr13,99000001,103000000,2018001.0,4614217.0,chr13_101249468_101259994,1.193158964135167,chr13_99000001_103000000
530,chr13,99000001,103000000,2018001.0,4614217.0,chr13_101479616_101488607,1.193158964135167,chr13_99000001_103000000
531,chr13,101000001,105000000,2064718.0,3593058.0,chr13_103297780_103307041,0.7992674726146909,chr13_101000001_105000000
532,chr13,101000001,105000000,2064718.0,3593058.0,chr13_103749074_103760001,0.7992674726146909,chr13_101000001_105000000
533,chr13,104000001,108000000,1961633.0,3332722.0,chr13_106246971_106259943,0.7646458252316025,chr13_104000001_108000000
534,chr13,104000001,108000000,1961633.0,3332722.0,chr13_106721683_106733865,0.7646458252316025,chr13_104000001_108000000
535,chr13,106000001,110000000,2076443.0,3525264.0,chr13_108095981_108107351,0.7636170329272479,chr13_106000001_110000000
536,chr13,106000001,110000000,2076443.0,3525264.0,chr13_108281675_108293302,0.7636170329272479,chr13_106000001_110000000
537,chr13,106000001,110000000,2076443.0,3525264.0,chr13_108751926_108759986,0.7636170329272479,chr13_106000001_110000000
538,chr13,109000001,113000000,2173429.0,4601810.0,chr13_111250633_111259986,1.0822284511798514,chr13_109000001_113000000
539,chr13,109000001,113000000,2173429.0,4601810.0,chr13_111402714_111414250,1.0822284511798514,chr13_109000001_113000000
540,chr13,109000001,113000000,2173429.0,4601810.0,chr13_111775195_111783856,1.0822284511798514,chr13_109000001_113000000
541,chr13,109000001,113000000,2173429.0,4601810.0,chr13_111954580_111964608,1.0822284511798514,chr13_109000001_113000000
542,chr13,111000001,115000000,2135684.0,5889053.0,chr13_113751645_113759976,1.4633374586533103,chr13_111000001_115000000
543,chr13,114000001,118000000,2028050.0,2230036.0,chr13_116246986_116259999,0.13697377879460484,chr13_114000001_118000000
544,chr13,116000001,120000000,1673185.0,1365186.0,chr13_118747239_118759890,-0.2934994447117181,chr13_116000001_120000000
545,chr13,117000001,120421638,1183065.0,949490.0,chr13_119597799_119621022,-0.31730462931152265,chr13_117000001_120421638
546,chr14,9000001,13000000,1866837.0,2357842.0,chr14_11250871_11259960,0.3368710795798822,chr14_9000001_13000000
547,chr14,11000001,15000000,1715099.0,2680289.0,chr14_13343844_13358259,0.6440967115667858,chr14_11000001_15000000
548,chr14,11000001,15000000,1715099.0,2680289.0,chr14_13740043_13759945,0.6440967115667858,chr14_11000001_15000000
549,chr14,12000001,16000000,1624186.0,2252405.0,chr14_14078362_14088993,0.47174940073360266,chr14_12000001_16000000
550,chr14,13000001,17000000,1557930.0,1927684.0,chr14_15390502_15400891,0.3072381613464838,chr14_13000001_17000000
551,chr14,14000001,18000000,1560079.0,1983857.0,chr14_16250178_16259769,0.34668895061094224,chr14_14000001_18000000
552,chr14,16000001,20000000,1432630.0,2475203.0,chr14_18740021_18759896,0.7888807922323002,chr14_16000001_20000000
553,chr14,19000001,23000000,1865695.0,5606779.0,chr14_21251113_21259920,1.5874590482009168,chr14_19000001_23000000
554,chr14,19000001,23000000,1865695.0,5606779.0,chr14_21372928_21385139,1.5874590482009168,chr14_19000001_23000000
555,chr14,19000001,23000000,1865695.0,5606779.0,chr14_21980907_21989470,1.5874590482009168,chr14_19000001_23000000
556,chr14,21000001,25000000,2131691.0,6242574.0,chr14_23752239_23759971,1.550142691185675,chr14_21000001_25000000
557,chr14,24000001,28000000,1779159.0,8621964.0,chr14_26478105_26489842,2.276821091491892,chr14_24000001_28000000
558,chr14,26000001,30000000,1963150.0,4653292.0,chr14_28750067_28759634,1.2450813106972136,chr14_26000001_30000000
559,chr14,27000001,31000000,2132331.0,6980240.0,chr14_29074166_29082793,1.7108452372885439,chr14_27000001_31000000
560,chr14,27000001,31000000,2132331.0,6980240.0,chr14_29356973_29366933,1.7108452372885439,chr14_27000001_31000000
561,chr14,29000001,33000000,2065026.0,10397613.0,chr14_31165564_31174151,2.3320205127782816,chr14_29000001_33000000
562,chr14,29000001,33000000,2065026.0,10397613.0,chr14_31253275_31259970,2.3320205127782816,chr14_29000001_33000000
563,chr14,30000001,34000000,1976677.0,11564179.0,chr14_32021524_32029968,2.5485137942801845,chr14_30000001_34000000
564,chr14,30000001,34000000,1976677.0,11564179.0,chr14_32570063_32579525,2.5485137942801845,chr14_30000001_34000000
565,chr14,31000001,35000000,1878846.0,11147444.0,chr14_33751214_33760001,2.568794226266089,chr14_31000001_35000000
566,chr14,32000001,36000000,1795278.0,8798775.0,chr14_34209485_34219747,2.293095416423153,chr14_32000001_36000000
567,chr14,32000001,36000000,1795278.0,8798775.0,chr14_34371210_34378385,2.293095416423153,chr14_32000001_36000000
568,chr14,34000001,38000000,1761638.0,4353072.0,chr14_36249689_36259928,1.305116388076713,chr14_34000001_38000000
569,chr14,36000001,40000000,1902495.0,1562877.0,chr14_38745322_38759962,-0.28368842089990925,chr14_36000001_40000000
570,chr14,38000001,42000000,1533966.0,1394490.0,chr14_40928282_40937072,-0.13752891747373341,chr14_38000001_42000000
571,chr14,43000001,47000000,1072618.0,2809206.0,chr14_45584244_45595088,1.389026052568108,chr14_43000001_47000000
572,chr14,44000001,48000000,1518564.0,4516689.0,chr14_46247715_46259994,1.572557867065568,chr14_44000001_48000000
573,chr14,44000001,48000000,1518564.0,4516689.0,chr14_46945938_46955215,1.572557867065568,chr14_44000001_48000000
574,chr14,46000001,50000000,1878690.0,5243494.0,chr14_48191220_48199523,1.4808014421140743,chr14_46000001_50000000
575,chr14,46000001,50000000,1878690.0,5243494.0,chr14_48750260_48759525,1.4808014421140743,chr14_46000001_50000000
576,chr14,49000001,53000000,1255231.0,2378833.0,chr14_51242059_51259985,0.9223011069413903,chr14_49000001_53000000
577,chr14,53000001,57000000,1473746.0,6777395.0,chr14_55510996_55519111,2.201242959538074,chr14_53000001_57000000
578,chr14,54000001,58000000,1876972.0,8668490.0,chr14_56240036_56259805,2.207373577619287,chr14_54000001_58000000
579,chr14,55000001,59000000,1989020.0,7208055.0,chr14_57533609_57542371,1.8575522366288768,chr14_55000001_59000000
580,chr14,55000001,59000000,1989020.0,7208055.0,chr14_57569818_57575622,1.8575522366288768,chr14_55000001_59000000
581,chr14,55000001,59000000,1989020.0,7208055.0,chr14_57712711_57722721,1.8575522366288768,chr14_55000001_59000000
582,chr14,55000001,59000000,1989020.0,7208055.0,chr14_57905599_57918471,1.8575522366288768,chr14_55000001_59000000
583,chr14,56000001,60000000,1980553.0,5249497.0,chr14_58092719_58103393,1.406275883660859,chr14_56000001_60000000
584,chr14,56000001,60000000,1980553.0,5249497.0,chr14_58748988_58759987,1.406275883660859,chr14_56000001_60000000
585,chr14,57000001,61000000,2050234.0,6482045.0,chr14_59223188_59234011,1.6606604575518222,chr14_57000001_61000000
586,chr14,57000001,61000000,2050234.0,6482045.0,chr14_59717727_59727388,1.6606604575518222,chr14_57000001_61000000
587,chr14,59000001,63000000,2048460.0,6240338.0,chr14_61251132_61259969,1.607084451169246,chr14_59000001_63000000
588,chr14,59000001,63000000,2048460.0,6240338.0,chr14_61643602_61669093,1.607084451169246,chr14_59000001_63000000
589,chr14,59000001,63000000,2048460.0,6240338.0,chr14_61816645_61829589,1.607084451169246,chr14_59000001_63000000
590,chr14,60000001,64000000,2104931.0,8041395.0,chr14_62201869_62214743,1.9336728557712959,chr14_60000001_64000000
591,chr14,60000001,64000000,2104931.0,8041395.0,chr14_62893715_62905999,1.9336728557712959,chr14_60000001_64000000
592,chr14,61000001,65000000,2121127.0,8126803.0,chr14_63144320_63154537,1.9378569195057063,chr14_61000001_65000000
593,chr14,61000001,65000000,2121127.0,8126803.0,chr14_63752050_63759987,1.9378569195057063,chr14_61000001_65000000
594,chr14,63000001,67000000,2078051.0,9733456.0,chr14_65548793_65558510,2.227721083440789,chr14_63000001_67000000
595,chr14,63000001,67000000,2078051.0,9733456.0,chr14_65974938_65984672,2.227721083440789,chr14_63000001_67000000
596,chr14,64000001,68000000,2095618.0,8364064.0,chr14_66250141_66259970,1.996828342170735,chr14_64000001_68000000
597,chr14,65000001,69000000,2024305.0,6776914.0,chr14_67906196_67916007,1.7432017877423551,chr14_65000001_69000000
598,chr14,66000001,70000000,1852751.0,6312495.0,chr14_68741870_68759859,1.768541336263184,chr14_66000001_70000000
599,chr14,67000001,71000000,1815498.0,7721918.0,chr14_69833595_69844220,2.088593893376,chr14_67000001_71000000
600,chr14,68000001,72000000,1750354.0,6594555.0,chr14_70324567_70333878,1.913628580683763,chr14_68000001_72000000
601,chr14,69000001,73000000,1740792.0,6871516.0,chr14_71252210_71259990,1.980884591174856,chr14_69000001_73000000
602,chr14,71000001,75000000,1923490.0,3092426.0,chr14_73746592_73759989,0.6850127434898371,chr14_71000001_75000000
603,chr14,73000001,77000000,2051361.0,5197864.0,chr14_75508372_75517993,1.3413374860922547,chr14_73000001_77000000
604,chr14,73000001,77000000,2051361.0,5197864.0,chr14_75895187_75904234,1.3413374860922547,chr14_73000001_77000000
605,chr14,74000001,78000000,2096472.0,5666613.0,chr14_76251525_76259974,1.4345231152854594,chr14_74000001_78000000
606,chr14,74000001,78000000,2096472.0,5666613.0,chr14_76452685_76462211,1.4345231152854594,chr14_74000001_78000000
607,chr14,76000001,80000000,2107083.0,6042241.0,chr14_78748918_78759991,1.5198365839489998,chr14_76000001_80000000
608,chr14,77000001,81000000,2089613.0,4556189.0,chr14_79521604_79532564,1.124591816828119,chr14_77000001_81000000
609,chr14,77000001,81000000,2089613.0,4556189.0,chr14_79944341_79958147,1.124591816828119,chr14_77000001_81000000
610,chr14,78000001,82000000,1979446.0,3437139.0,chr14_80260354_80269014,0.7961114856940039,chr14_78000001_82000000
611,chr14,79000001,83000000,1868928.0,2414244.0,chr14_81247438_81259907,0.36936050140780885,chr14_79000001_83000000
612,chr14,81000001,85000000,1546389.0,875885.0,chr14_83740053_83759493,-0.8200899126999597,chr14_81000001_85000000
613,chr14,84000001,88000000,1770258.0,1536866.0,chr14_86250724_86259900,-0.20396825480687414,chr14_84000001_88000000
614,chr14,86000001,90000000,1840816.0,1630375.0,chr14_88743059_88759380,-0.17514159369149243,chr14_86000001_90000000
615,chr14,89000001,93000000,1637772.0,939756.0,chr14_91246185_91259322,-0.8013764018141275,chr14_89000001_93000000
616,chr14,91000001,95000000,1766651.0,914687.0,chr14_93743020_93759980,-0.9496670131806891,chr14_91000001_95000000
617,chr14,94000001,98000000,1762375.0,1070125.0,chr14_96240169_96258761,-0.7197416091628037,chr14_94000001_98000000
618,chr14,96000001,100000000,1952479.0,1961350.0,chr14_98743990_98754461,0.006539973833347538,chr14_96000001_100000000
619,chr14,97000001,101000000,2031925.0,2100997.0,chr14_99570143_99579771,0.04822694994894603,chr14_97000001_101000000
620,chr14,99000001,103000000,2018924.0,2748615.0,chr14_101245749_101259608,0.4451182387746692,chr14_99000001_103000000
621,chr14,100000001,104000000,2019242.0,2796956.0,chr14_102810025_102825730,0.4700437347620602,chr14_100000001_104000000
622,chr14,101000001,105000000,1967846.0,2999731.0,chr14_103137224_103148615,0.6082158108251817,chr14_101000001_105000000
623,chr14,101000001,105000000,1967846.0,2999731.0,chr14_103450051_103459881,0.6082158108251817,chr14_101000001_105000000
624,chr14,101000001,105000000,1967846.0,2999731.0,chr14_103751842_103759998,0.6082158108251817,chr14_101000001_105000000
625,chr14,103000001,107000000,1877149.0,2741126.0,chr14_105305199_105317266,0.5462254757157458,chr14_103000001_107000000
626,chr14,104000001,108000000,1763692.0,1974942.0,chr14_106245893_106259965,0.16321164514696437,chr14_104000001_108000000
627,chr14,106000001,110000000,1610085.0,912550.0,chr14_108745130_108759996,-0.8191613398488338,chr14_106000001_110000000
628,chr14,106000001,110000000,1610085.0,912550.0,chr14_108802390_108832728,-0.8191613398488338,chr14_106000001_110000000
629,chr14,109000001,113000000,1477403.0,774728.0,chr14_111241036_111259965,-0.9313016250856935,chr14_109000001_113000000
630,chr14,111000001,115000000,1667109.0,1028978.0,chr14_113740315_113759580,-0.6961362975191628,chr14_111000001_115000000
631,chr14,112000001,116000000,1768620.0,1229125.0,chr14_114880553_114890040,-0.5249924656159134,chr14_112000001_116000000
632,chr14,114000001,118000000,1959361.0,1850476.0,chr14_116246600_116259774,-0.0824868050961553,chr14_114000001_118000000
633,chr14,116000001,120000000,1970237.0,4164024.0,chr14_118746778_118757514,1.0796092018118582,chr14_116000001_120000000
634,chr14,117000001,121000000,1994440.0,5534766.0,chr14_119235983_119254612,1.4725386011615778,chr14_117000001_121000000
635,chr14,117000001,121000000,1994440.0,5534766.0,chr14_119659877_119669293,1.4725386011615778,chr14_117000001_121000000
636,chr14,118000001,122000000,1971195.0,7614409.0,chr14_120854156_120866025,1.9496615631263714,chr14_118000001_122000000
637,chr14,119000001,123000000,2022519.0,6922442.0,chr14_121252732_121260001,1.7751278052340491,chr14_119000001_123000000
638,chr14,120000001,124000000,1966565.0,6331283.0,chr14_122005315_122016032,1.6868200117405554,chr14_120000001_124000000
639,chr14,121000001,124902243,1781713.0,4839926.0,chr14_123748353_123759999,1.4417200246918622,chr14_121000001_124902243
640,chr15,1000001,5000000,830707.0,700209.0,chr15_3748668_3759992,-0.2465541061441136,chr15_1000001_5000000
641,chr15,4000001,8000000,1965184.0,3205649.0,chr15_6248179_6259974,0.7059520691743603,chr15_4000001_8000000
642,chr15,4000001,8000000,1965184.0,3205649.0,chr15_6552960_6562358,0.7059520691743603,chr15_4000001_8000000
643,chr15,5000001,9000000,2027703.0,3893159.0,chr15_7204839_7213917,0.941094912202084,chr15_5000001_9000000
644,chr15,6000001,10000000,1988873.0,3766173.0,chr15_8420991_8433726,0.921148116546271,chr15_6000001_10000000
645,chr15,6000001,10000000,1988873.0,3766173.0,chr15_8745661_8759984,0.921148116546271,chr15_6000001_10000000
646,chr15,9000001,13000000,1942534.0,4467155.0,chr15_11249715_11259980,1.2014164634909703,chr15_9000001_13000000
647,chr15,10000001,14000000,2027269.0,4500801.0,chr15_12462414_12470577,1.150644244402561,chr15_10000001_14000000
648,chr15,11000001,15000000,1925426.0,3769756.0,chr15_13126003_13136573,0.9692934700811024,chr15_11000001_15000000
649,chr15,11000001,15000000,1925426.0,3769756.0,chr15_13748757_13759999,0.9692934700811024,chr15_11000001_15000000
650,chr15,14000001,18000000,1536130.0,905458.0,chr15_16246326_16259954,-0.762580686084399,chr15_14000001_18000000
651,chr15,14000001,18000000,1536130.0,905458.0,chr15_16782991_16803787,-0.762580686084399,chr15_14000001_18000000
652,chr15,16000001,20000000,1415791.0,844578.0,chr15_18746519_18759809,-0.7453057368641309,chr15_16000001_20000000
653,chr15,16000001,20000000,1415791.0,844578.0,chr15_18925165_18940508,-0.7453057368641309,chr15_16000001_20000000
654,chr15,19000001,23000000,1511363.0,906413.0,chr15_21247205_21259999,-0.7376097515037653,chr15_19000001_23000000
655,chr15,21000001,25000000,1678541.0,1069940.0,chr15_23742803_23760001,-0.6496778811276084,chr15_21000001_25000000
656,chr15,23000001,27000000,1863080.0,2806249.0,chr15_24996756_25008760,0.5909534013256965,chr15_23000001_27000000
657,chr15,24000001,28000000,1949155.0,4784749.0,chr15_26240078_26260000,1.2955944246746058,chr15_24000001_28000000
658,chr15,26000001,30000000,1978034.0,3737548.0,chr15_28212072_28223564,0.9180248829649554,chr15_26000001_30000000
659,chr15,26000001,30000000,1978034.0,3737548.0,chr15_28747871_28759983,0.9180248829649554,chr15_26000001_30000000
660,chr15,28000001,32000000,1830371.0,3198800.0,chr15_30270136_30296855,0.8053946933438547,chr15_28000001_32000000
661,chr15,29000001,33000000,1757312.0,3115850.0,chr15_31253328_31259968,0.8262554265818601,chr15_29000001_33000000
662,chr15,31000001,35000000,1587964.0,3364750.0,chr15_33749854_33759967,1.083321110795403,chr15_31000001_35000000
663,chr15,34000001,38000000,1698573.0,5182115.0,chr15_36246566_36259946,1.6092178091271345,chr15_34000001_38000000
664,chr15,34000001,38000000,1698573.0,5182115.0,chr15_36500146_36509435,1.6092178091271345,chr15_34000001_38000000
665,chr15,38000001,42000000,1746939.0,3298213.0,chr15_40911039_40923666,0.916855338852441,chr15_38000001_42000000
666,chr15,39000001,43000000,1777741.0,1872307.0,chr15_41241686_41259946,0.07477185884912071,chr15_39000001_43000000
667,chr15,41000001,45000000,1802380.0,1363192.0,chr15_43744645_43759393,-0.40291443586570835,chr15_41000001_45000000
668,chr15,42000001,46000000,1735435.0,1238632.0,chr15_44746801_44755318,-0.486549707023842,chr15_42000001_46000000
669,chr15,43000001,47000000,1657558.0,1297382.0,chr15_45103030_45116995,-0.3534560249200458,chr15_43000001_47000000
670,chr15,44000001,48000000,1623115.0,1261863.0,chr15_46240077_46259715,-0.3632099345424305,chr15_44000001_48000000
671,chr15,46000001,50000000,1563753.0,1087467.0,chr15_48744772_48759989,-0.5240410301838563,chr15_46000001_50000000
672,chr15,48000001,52000000,1837226.0,1356169.0,chr15_50704737_50716490,-0.4379921333210821,chr15_48000001_52000000
673,chr15,49000001,53000000,1891501.0,1543938.0,chr15_51249067_51259956,-0.2929167197243914,chr15_49000001_53000000
674,chr15,50000001,54000000,2073427.0,1837011.0,chr15_52774462_52793408,-0.17465698926250983,chr15_50000001_54000000
675,chr15,51000001,55000000,2087806.0,2084313.0,chr15_53749920_53760000,-0.0024157196643993864,chr15_51000001_55000000
676,chr15,54000001,58000000,2007904.0,3126485.0,chr15_56243519_56254702,0.6388513014468477,chr15_54000001_58000000
677,chr15,56000001,60000000,2017069.0,5555727.0,chr15_58195603_58204181,1.4617152726333205,chr15_56000001_60000000
678,chr15,56000001,60000000,2017069.0,5555727.0,chr15_58751813_58759974,1.4617152726333205,chr15_56000001_60000000
679,chr15,58000001,62000000,2059640.0,4752908.0,chr15_60849388_60858243,1.2064182823694392,chr15_58000001_62000000
680,chr15,59000001,63000000,2080124.0,3586920.0,chr15_61247554_61259961,0.7860760362328728,chr15_59000001_63000000
681,chr15,61000001,65000000,2084574.0,2950004.0,chr15_63751912_63759855,0.5009643235856012,chr15_61000001_65000000
682,chr15,64000001,68000000,2127938.0,3611762.0,chr15_66251811_66259990,0.7632467115670095,chr15_64000001_68000000
683,chr15,65000001,69000000,2129559.0,3175728.0,chr15_67129340_67138277,0.5765326507503978,chr15_65000001_69000000
684,chr15,66000001,70000000,2176645.0,3177139.0,chr15_68717372_68729146,0.5456220791081352,chr15_66000001_70000000
685,chr15,66000001,70000000,2176645.0,3177139.0,chr15_68752128_68759987,0.5456220791081352,chr15_66000001_70000000
686,chr15,66000001,70000000,2176645.0,3177139.0,chr15_68958826_68967571,0.5456220791081352,chr15_66000001_70000000
687,chr15,69000001,73000000,2090859.0,3221225.0,chr15_71250176_71259934,0.623513660288931,chr15_69000001_73000000
688,chr15,69000001,73000000,2090859.0,3221225.0,chr15_71919227_71928812,0.623513660288931,chr15_69000001_73000000
689,chr15,71000001,75000000,1943419.0,10982174.0,chr15_73752351_73759999,2.498494790652152,chr15_71000001_75000000
690,chr15,74000001,78000000,1729381.0,15737628.0,chr15_76251370_76259993,3.1858904626549256,chr15_74000001_78000000
691,chr15,74000001,78000000,1729381.0,15737628.0,chr15_76300048_76307576,3.1858904626549256,chr15_74000001_78000000
692,chr15,74000001,78000000,1729381.0,15737628.0,chr15_76455894_76463738,3.1858904626549256,chr15_74000001_78000000
693,chr15,76000001,80000000,1679825.0,20080988.0,chr15_78202414_78210433,3.5794474031810544,chr15_76000001_80000000
694,chr15,76000001,80000000,1679825.0,20080988.0,chr15_78753218_78759997,3.5794474031810544,chr15_76000001_80000000
695,chr15,77000001,81000000,1715015.0,18188460.0,chr15_79161231_79169299,3.4067302967328583,chr15_77000001_81000000
696,chr15,78000001,82000000,1871061.0,18522456.0,chr15_80706151_80715644,3.307346907648103,chr15_78000001_82000000
697,chr15,79000001,83000000,1830192.0,15062575.0,chr15_81250473_81260001,3.040901514460819,chr15_79000001_83000000
698,chr15,79000001,83000000,1830192.0,15062575.0,chr15_81540277_81555045,3.040901514460819,chr15_79000001_83000000
699,chr15,79000001,83000000,1830192.0,15062575.0,chr15_81699339_81711162,3.040901514460819,chr15_79000001_83000000
700,chr15,81000001,85000000,1807845.0,16246876.0,chr15_83412673_83423796,3.167819443714651,chr15_81000001_85000000
701,chr15,81000001,85000000,1807845.0,16246876.0,chr15_83751943_83759997,3.167819443714651,chr15_81000001_85000000
702,chr15,84000001,88000000,1887334.0,16926944.0,chr15_86251643_86259957,3.164899868526809,chr15_84000001_88000000
703,chr15,86000001,90000000,1910437.0,13731515.0,chr15_88513938_88523402,2.84551621881386,chr15_86000001_90000000
704,chr15,86000001,90000000,1910437.0,13731515.0,chr15_88750514_88759984,2.84551621881386,chr15_86000001_90000000
705,chr15,86000001,90000000,1910437.0,13731515.0,chr15_88842320_88851254,2.84551621881386,chr15_86000001_90000000
706,chr15,89000001,93000000,2016078.0,5451860.0,chr15_91251386_91259965,1.4351970588902345,chr15_89000001_93000000
707,chr15,90000001,94000000,2073716.0,3921153.0,chr15_92233257_92244730,0.9190596082683291,chr15_90000001_94000000
708,chr15,91000001,95000000,2040905.0,4556785.0,chr15_93506606_93516280,1.1588072729718522,chr15_91000001_95000000
709,chr15,91000001,95000000,2040905.0,4556785.0,chr15_93749562_93759982,1.1588072729718522,chr15_91000001_95000000
710,chr15,93000001,97000000,2022574.0,6323188.0,chr15_95062773_95072561,1.6444596265595155,chr15_93000001_97000000
711,chr15,94000001,98000000,1976123.0,8254364.0,chr15_96249522_96259954,2.0624843120353615,chr15_94000001_98000000
712,chr15,94000001,98000000,1976123.0,8254364.0,chr15_96290116_96305070,2.0624843120353615,chr15_94000001_98000000
713,chr15,96000001,100000000,1868286.0,12639271.0,chr15_98747656_98759982,2.7581260280798157,chr15_96000001_100000000
714,chr15,99000001,103000000,1851786.0,14298511.0,chr15_101251612_101259962,2.9488756277238353,chr15_99000001_103000000
715,chr15,99000001,103000000,1851786.0,14298511.0,chr15_101851871_101860220,2.9488756277238353,chr15_99000001_103000000
716,chr15,101000001,104043684,1288557.0,8784007.0,chr15_103529162_103537591,2.7691228470445175,chr15_101000001_104043684
717,chr15,101000001,104043684,1288557.0,8784007.0,chr15_103742236_103759885,2.7691228470445175,chr15_101000001_104043684
718,chr16,1000001,5000000,776051.0,3651377.0,chr16_3746544_3759842,2.234217262171615,chr16_1000001_5000000
719,chr16,3000001,7000000,1778677.0,7005707.0,chr16_5172569_5183687,1.9777261042507164,chr16_3000001_7000000
720,chr16,4000001,8000000,1970376.0,6791815.0,chr16_6244626_6259978,1.7853262019033016,chr16_4000001_8000000
721,chr16,6000001,10000000,1993383.0,4698613.0,chr16_8748484_8759950,1.2370160154383563,chr16_6000001_10000000
722,chr16,8000001,12000000,1973095.0,9237845.0,chr16_10362859_10372297,2.227095919499327,chr16_8000001_12000000
723,chr16,9000001,13000000,2007314.0,8148236.0,chr16_11250272_11259604,2.0212214539817897,chr16_9000001_13000000
724,chr16,11000001,15000000,1955659.0,6408083.0,chr16_13746136_13759980,1.7122379986406229,chr16_11000001_15000000
725,chr16,14000001,18000000,1821439.0,5472922.0,chr16_16249831_16259990,1.5872326153978726,chr16_14000001_18000000
726,chr16,16000001,20000000,1762616.0,8104205.0,chr16_18748348_18759789,2.2009524620769643,chr16_16000001_20000000
727,chr16,19000001,23000000,1781382.0,6662276.0,chr16_21162400_21187682,1.9030182006882328,chr16_19000001_23000000
728,chr16,19000001,23000000,1781382.0,6662276.0,chr16_21251746_21260000,1.9030182006882328,chr16_19000001_23000000
729,chr16,20000001,24000000,1931994.0,7620355.0,chr16_22804352_22813220,1.979767594576201,chr16_20000001_24000000
730,chr16,21000001,25000000,2075879.0,6791669.0,chr16_23671902_23681140,1.7100437956312387,chr16_21000001_25000000
731,chr16,21000001,25000000,2075879.0,6791669.0,chr16_23740016_23759943,1.7100437956312387,chr16_21000001_25000000
732,chr16,21000001,25000000,2075879.0,6791669.0,chr16_23886925_23894996,1.7100437956312387,chr16_21000001_25000000
733,chr16,21000001,25000000,2075879.0,6791669.0,chr16_23974191_23982896,1.7100437956312387,chr16_21000001_25000000
734,chr16,24000001,28000000,2172849.0,2321806.0,chr16_26031000_26041962,0.09565951259075751,chr16_24000001_28000000
735,chr16,24000001,28000000,2172849.0,2321806.0,chr16_26246195_26256520,0.09565951259075751,chr16_24000001_28000000
736,chr16,26000001,30000000,2060924.0,2923685.0,chr16_28611765_28623422,0.5044965785455752,chr16_26000001_30000000
737,chr16,26000001,30000000,2060924.0,2923685.0,chr16_28749700_28759999,0.5044965785455752,chr16_26000001_30000000
738,chr16,26000001,30000000,2060924.0,2923685.0,chr16_28869209_28878343,0.5044965785455752,chr16_26000001_30000000
739,chr16,27000001,31000000,2045894.0,5475132.0,chr16_29150114_29168037,1.4201623476634142,chr16_27000001_31000000
740,chr16,29000001,33000000,2020731.0,9017936.0,chr16_31248910_31259937,2.1579199885226217,chr16_29000001_33000000
741,chr16,30000001,34000000,2016223.0,9886897.0,chr16_32496815_32506412,2.2938625887289397,chr16_30000001_34000000
742,chr16,30000001,34000000,2016223.0,9886897.0,chr16_32681550_32694765,2.2938625887289397,chr16_30000001_34000000
743,chr16,31000001,35000000,2038679.0,9294538.0,chr16_33749783_33759816,2.1887485216118563,chr16_31000001_35000000
744,chr16,32000001,36000000,2167498.0,10701373.0,chr16_34984662_34992299,2.3036933407891875,chr16_32000001_36000000
745,chr16,33000001,37000000,2082089.0,9462252.0,chr16_35756965_35770055,2.1841518446934125,chr16_33000001_37000000
746,chr16,34000001,38000000,2083162.0,8073970.0,chr16_36242473_36259100,1.9545031893525218,chr16_34000001_38000000
747,chr16,34000001,38000000,2083162.0,8073970.0,chr16_36642517_36651936,1.9545031893525218,chr16_34000001_38000000
748,chr16,36000001,40000000,1923958.0,4145647.0,chr16_38210833_38221665,1.1075199714141095,chr16_36000001_40000000
