,name,id,chr,chr_order,library,dtype,loci_name,start,end,hyb,delta,region_id
500,13:60471271-60479826,728,13,46,CTP13,combo,chr13_60471271_60479826,60471271,60479826,46,56720001,501
501,13:61245022-61259939,736,13,47,CTP11,combo,chr13_61245022_61259939,61245022,61259939,47,57493752,502
502,13:62912109-62923972,729,13,48,CTP13,combo,chr13_62912109_62923972,62912109,62923972,48,59160839,503
503,13:63741991-63760001,737,13,49,CTP11,combo,chr13_63741991_63760001,63741991,63760001,49,59990721,504
504,13:64463093-64474824,730,13,50,CTP13,combo,chr13_64463093_64474824,64463093,64474824,50,60711823,505
505,13:68751030-68759971,739,13,51,CTP11,combo,chr13_68751030_68759971,68751030,68759971,51,64999760,506
506,13:69339900-69352020,731,13,52,CTP13,combo,chr13_69339900_69352020,69339900,69352020,52,65588630,507
507,13:70883515-70894173,732,13,53,CTP13,combo,chr13_70883515_70894173,70883515,70894173,53,67132245,508
508,13:71250016-71259873,740,13,54,CTP11,combo,chr13_71250016_71259873,71250016,71259873,54,67498746,509
509,13:73751405-73760001,741,13,55,CTP11,combo,chr13_73751405_73760001,73751405,73760001,55,70000135,510
510,13:75766185-75776283,733,13,56,CTP13,combo,chr13_75766185_75776283,75766185,75776283,56,72014915,511
511,13:76250376-76259927,742,13,57,CTP11,combo,chr13_76250376_76259927,76250376,76259927,57,72499106,512
512,13:78740359-78759828,743,13,58,CTP11,combo,chr13_78740359_78759828,78740359,78759828,58,74989089,513
513,13:81145803-81156292,734,13,59,CTP13,combo,chr13_81145803_81156292,81145803,81156292,59,77394533,514
514,13:81241445-81259934,744,13,60,CTP11,combo,chr13_81241445_81259934,81241445,81259934,60,77490175,515
515,13:83115029-83129049,735,13,61,CTP13,combo,chr13_83115029_83129049,83115029,83129049,61,79363759,516
516,13:83747545-83760001,745,13,62,CTP11,combo,chr13_83747545_83760001,83747545,83760001,62,79996275,517
517,13:84047997-84059591,736,13,63,CTP13,combo,chr13_84047997_84059591,84047997,84059591,63,80296727,518
518,13:86244168-86255987,746,13,64,CTP11,combo,chr13_86244168_86255987,86244168,86255987,64,82492898,519
519,13:88740274-88756922,747,13,65,CTP11,combo,chr13_88740274_88756922,88740274,88756922,65,84989004,520
520,13:88949850-88965434,737,13,66,CTP13,combo,chr13_88949850_88965434,88949850,88965434,66,85198580,521
521,13:89588542-89603412,738,13,67,CTP13,combo,chr13_89588542_89603412,89588542,89603412,67,85837272,522
522,13:91244293-91254929,748,13,68,CTP11,combo,chr13_91244293_91254929,91244293,91254929,68,87493023,523
523,13:93749993-93759899,749,13,69,CTP11,combo,chr13_93749993_93759899,93749993,93759899,69,89998723,524
524,13:96248726-96259784,750,13,70,CTP11,combo,chr13_96248726_96259784,96248726,96259784,70,92497456,525
525,13:97190467-97201508,739,13,71,CTP13,combo,chr13_97190467_97201508,97190467,97201508,71,93439197,526
526,13:98745164-98759978,751,13,72,CTP11,combo,chr13_98745164_98759978,98745164,98759978,72,94993894,527
527,13:99376296-99385390,740,13,73,CTP13,combo,chr13_99376296_99385390,99376296,99385390,73,95625026,528
528,13:101223548-101233255,741,13,74,CTP13,combo,chr13_101223548_101233255,101223548,101233255,74,97472278,529
529,13:101249468-101259994,752,13,75,CTP11,combo,chr13_101249468_101259994,101249468,101259994,75,97498198,530
530,13:101479616-101488607,742,13,76,CTP13,combo,chr13_101479616_101488607,101479616,101488607,76,97728346,531
531,13:103297780-103307041,743,13,77,CTP13,combo,chr13_103297780_103307041,103297780,103307041,77,99546510,532
532,13:103749074-103760001,753,13,78,CTP11,combo,chr13_103749074_103760001,103749074,103760001,78,99997804,533
533,13:106246971-106259943,754,13,79,CTP11,combo,chr13_106246971_106259943,106246971,106259943,79,102495701,534
534,13:106721683-106733865,744,13,80,CTP13,combo,chr13_106721683_106733865,106721683,106733865,80,102970413,535
535,13:108095981-108107351,745,13,81,CTP13,combo,chr13_108095981_108107351,108095981,108107351,81,104344711,536
536,13:108281675-108293302,746,13,82,CTP13,combo,chr13_108281675_108293302,108281675,108293302,82,104530405,537
537,13:108751926-108759986,755,13,83,CTP11,combo,chr13_108751926_108759986,108751926,108759986,83,105000656,538
538,13:111250633-111259986,756,13,84,CTP11,combo,chr13_111250633_111259986,111250633,111259986,84,107499363,539
539,13:111402714-111414250,747,13,85,CTP13,combo,chr13_111402714_111414250,111402714,111414250,85,107651444,540
540,13:111775195-111783856,748,13,86,CTP13,combo,chr13_111775195_111783856,111775195,111783856,86,108023925,541
541,13:111954580-111964608,749,13,87,CTP13,combo,chr13_111954580_111964608,111954580,111964608,87,108203310,542
542,13:113751645-113759976,757,13,88,CTP11,combo,chr13_113751645_113759976,113751645,113759976,88,110000375,543
543,13:116246986-116259999,758,13,89,CTP11,combo,chr13_116246986_116259999,116246986,116259999,89,112495716,544
544,13:118747239-118759890,759,13,90,CTP11,combo,chr13_118747239_118759890,118747239,118759890,90,114995969,545
545,13:119597799-119621022,752,13,91,CTP13,combo,chr13_119597799_119621022,119597799,119621022,91,115846529,546
546,14:11250871-11259960,765,14,0,CTP11,combo,chr14_11250871_11259960,11250871,11259960,0,0,547
547,14:13343844-13358259,758,14,1,CTP13,combo,chr14_13343844_13358259,13343844,13358259,1,2092973,548
548,14:13740043-13759945,766,14,2,CTP11,combo,chr14_13740043_13759945,13740043,13759945,2,2489172,549
549,14:14078362-14088993,759,14,3,CTP13,combo,chr14_14078362_14088993,14078362,14088993,3,2827491,550
550,14:15390502-15400891,760,14,4,CTP13,combo,chr14_15390502_15400891,15390502,15400891,4,4139631,551
551,14:16250178-16259769,767,14,5,CTP11,combo,chr14_16250178_16259769,16250178,16259769,5,4999307,552
552,14:18740021-18759896,768,14,6,CTP11,combo,chr14_18740021_18759896,18740021,18759896,6,7489150,553
553,14:21251113-21259920,769,14,7,CTP11,combo,chr14_21251113_21259920,21251113,21259920,7,10000242,554
554,14:21372928-21385139,761,14,8,CTP13,combo,chr14_21372928_21385139,21372928,21385139,8,10122057,555
555,14:21980907-21989470,762,14,9,CTP13,combo,chr14_21980907_21989470,21980907,21989470,9,10730036,556
556,14:23752239-23759971,770,14,10,CTP11,combo,chr14_23752239_23759971,23752239,23759971,10,12501368,557
557,14:26478105-26489842,763,14,11,CTP13,combo,chr14_26478105_26489842,26478105,26489842,11,15227234,558
558,14:28750067-28759634,772,14,12,CTP11,combo,chr14_28750067_28759634,28750067,28759634,12,17499196,559
559,14:29074166-29082793,764,14,13,CTP13,combo,chr14_29074166_29082793,29074166,29082793,13,17823295,560
560,14:29356973-29366933,765,14,14,CTP13,combo,chr14_29356973_29366933,29356973,29366933,14,18106102,561
561,14:31165564-31174151,766,14,15,CTP13,combo,chr14_31165564_31174151,31165564,31174151,15,19914693,562
562,14:31253275-31259970,773,14,16,CTP11,combo,chr14_31253275_31259970,31253275,31259970,16,20002404,563
563,14:32021524-32029968,767,14,17,CTP13,combo,chr14_32021524_32029968,32021524,32029968,17,20770653,564
564,14:32570063-32579525,768,14,18,CTP13,combo,chr14_32570063_32579525,32570063,32579525,18,21319192,565
565,14:33751214-33760001,774,14,19,CTP11,combo,chr14_33751214_33760001,33751214,33760001,19,22500343,566
566,14:34209485-34219747,769,14,20,CTP13,combo,chr14_34209485_34219747,34209485,34219747,20,22958614,567
567,14:34364789-34384789,Sncg,14,21,CTP12tss,unique,chr14_34364789_34384789,34364789,34384789,21,23113918,568
568,14:36249689-36259928,775,14,22,CTP11,combo,chr14_36249689_36259928,36249689,36259928,22,24998818,569
569,14:38745322-38759962,776,14,23,CTP11,combo,chr14_38745322_38759962,38745322,38759962,23,27494451,570
570,14:40928282-40937072,770,14,24,CTP13,combo,chr14_40928282_40937072,40928282,40937072,24,29677411,571
571,14:45584244-45595088,772,14,25,CTP13,combo,chr14_45584244_45595088,45584244,45595088,25,34333373,572
572,14:46247715-46259994,779,14,26,CTP11,combo,chr14_46247715_46259994,46247715,46259994,26,34996844,573
573,14:46945938-46955215,773,14,27,CTP13,combo,chr14_46945938_46955215,46945938,46955215,27,35695067,574
574,14:48191220-48199523,774,14,28,CTP13,combo,chr14_48191220_48199523,48191220,48199523,28,36940349,575
575,14:48750260-48759525,780,14,29,CTP11,combo,chr14_48750260_48759525,48750260,48759525,29,37499389,576
576,14:51242059-51259985,781,14,30,CTP11,combo,chr14_51242059_51259985,51242059,51259985,30,39991188,577
577,14:55510996-55519111,775,14,31,CTP13,combo,chr14_55510996_55519111,55510996,55519111,31,44260125,578
578,14:56240036-56259805,783,14,32,CTP11,combo,chr14_56240036_56259805,56240036,56259805,32,44989165,579
579,14:57533609-57542371,777,14,33,CTP13,combo,chr14_57533609_57542371,57533609,57542371,33,46282738,580
580,14:57569818-57575622,776,14,34,CTP13,combo,chr14_57569818_57575622,57569818,57575622,34,46318947,581
581,14:57712711-57722721,778,14,35,CTP13,combo,chr14_57712711_57722721,57712711,57722721,35,46461840,582
582,14:57905599-57918471,779,14,36,CTP13,combo,chr14_57905599_57918471,57905599,57918471,36,46654728,583
583,14:58092719-58103393,780,14,37,CTP13,combo,chr14_58092719_58103393,58092719,58103393,37,46841848,584
584,14:58748988-58759987,784,14,38,CTP11,combo,chr14_58748988_58759987,58748988,58759987,38,47498117,585
585,14:59223188-59234011,781,14,39,CTP13,combo,chr14_59223188_59234011,59223188,59234011,39,47972317,586
586,14:59717727-59727388,782,14,40,CTP13,combo,chr14_59717727_59727388,59717727,59727388,40,48466856,587
587,14:61251132-61259969,785,14,41,CTP11,combo,chr14_61251132_61259969,61251132,61259969,41,50000261,588
588,14:61643602-61669093,783,14,42,CTP13,combo,chr14_61643602_61669093,61643602,61669093,42,50392731,589
589,14:61816645-61829589,784,14,43,CTP13,combo,chr14_61816645_61829589,61816645,61829589,43,50565774,590
590,14:62201869-62214743,785,14,44,CTP13,combo,chr14_62201869_62214743,62201869,62214743,44,50950998,591
591,14:62893715-62905999,786,14,45,CTP13,combo,chr14_62893715_62905999,62893715,62905999,45,51642844,592
592,14:63144320-63154537,787,14,46,CTP13,combo,chr14_63144320_63154537,63144320,63154537,46,51893449,593
593,14:63752050-63759987,786,14,47,CTP11,combo,chr14_63752050_63759987,63752050,63759987,47,52501179,594
594,14:65548793-65558510,788,14,48,CTP13,combo,chr14_65548793_65558510,65548793,65558510,48,54297922,595
595,14:65974938-65984672,789,14,49,CTP13,combo,chr14_65974938_65984672,65974938,65984672,49,54724067,596
596,14:66250141-66259970,787,14,50,CTP11,combo,chr14_66250141_66259970,66250141,66259970,50,54999270,597
597,14:67906196-67916007,790,14,51,CTP13,combo,chr14_67906196_67916007,67906196,67916007,51,56655325,598
598,14:68741870-68759859,788,14,52,CTP11,combo,chr14_68741870_68759859,68741870,68759859,52,57490999,599
599,14:69833595-69844220,791,14,53,CTP13,combo,chr14_69833595_69844220,69833595,69844220,53,58582724,600
600,14:70324567-70333878,792,14,54,CTP13,combo,chr14_70324567_70333878,70324567,70333878,54,59073696,601
601,14:71252210-71259990,789,14,55,CTP11,combo,chr14_71252210_71259990,71252210,71259990,55,60001339,602
602,14:73746592-73759989,790,14,56,CTP11,combo,chr14_73746592_73759989,73746592,73759989,56,62495721,603
603,14:75508372-75517993,793,14,57,CTP13,combo,chr14_75508372_75517993,75508372,75517993,57,64257501,604
604,14:75895187-75904234,794,14,58,CTP13,combo,chr14_75895187_75904234,75895187,75904234,58,64644316,605
605,14:76251525-76259974,791,14,59,CTP11,combo,chr14_76251525_76259974,76251525,76259974,59,65000654,606
606,14:76452685-76462211,795,14,60,CTP13,combo,chr14_76452685_76462211,76452685,76462211,60,65201814,607
607,14:78748918-78759991,792,14,61,CTP11,combo,chr14_78748918_78759991,78748918,78759991,61,67498047,608
608,14:79521604-79532564,796,14,62,CTP13,combo,chr14_79521604_79532564,79521604,79532564,62,68270733,609
609,14:79944341-79958147,797,14,63,CTP13,combo,chr14_79944341_79958147,79944341,79958147,63,68693470,610
610,14:80260354-80269014,798,14,64,CTP13,combo,chr14_80260354_80269014,80260354,80269014,64,69009483,611
611,14:81247438-81259907,793,14,65,CTP11,combo,chr14_81247438_81259907,81247438,81259907,65,69996567,612
612,14:83740053-83759493,794,14,66,CTP11,combo,chr14_83740053_83759493,83740053,83759493,66,72489182,613
613,14:86250724-86259900,795,14,67,CTP11,combo,chr14_86250724_86259900,86250724,86259900,67,74999853,614
614,14:88743059-88759380,796,14,68,CTP11,combo,chr14_88743059_88759380,88743059,88759380,68,77492188,615
615,14:91246185-91259322,797,14,69,CTP11,combo,chr14_91246185_91259322,91246185,91259322,69,79995314,616
616,14:93743020-93759980,798,14,70,CTP11,combo,chr14_93743020_93759980,93743020,93759980,70,82492149,617
617,14:96240169-96258761,799,14,71,CTP11,combo,chr14_96240169_96258761,96240169,96258761,71,84989298,618
618,14:98743990-98754461,800,14,72,CTP11,combo,chr14_98743990_98754461,98743990,98754461,72,87493119,619
619,14:99570143-99579771,799,14,73,CTP13,combo,chr14_99570143_99579771,99570143,99579771,73,88319272,620
620,14:101245749-101259608,801,14,74,CTP11,combo,chr14_101245749_101259608,101245749,101259608,74,89994878,621
621,14:102810025-102825730,800,14,75,CTP13,combo,chr14_102810025_102825730,102810025,102825730,75,91559154,622
622,14:103137224-103148615,801,14,76,CTP13,combo,chr14_103137224_103148615,103137224,103148615,76,91886353,623
623,14:103450051-103459881,802,14,77,CTP13,combo,chr14_103450051_103459881,103450051,103459881,77,92199180,624
624,14:103751842-103759998,802,14,78,CTP11,combo,chr14_103751842_103759998,103751842,103759998,78,92500971,625
625,14:105305199-105317266,803,14,79,CTP13,combo,chr14_105305199_105317266,105305199,105317266,79,94054328,626
626,14:106245893-106259965,803,14,80,CTP11,combo,chr14_106245893_106259965,106245893,106259965,80,94995022,627
627,14:108745130-108759996,804,14,81,CTP11,combo,chr14_108745130_108759996,108745130,108759996,81,97494259,628
628,14:108802390-108832728,804,14,82,CTP13,combo,chr14_108802390_108832728,108802390,108832728,82,97551519,629
629,14:111241036-111259965,805,14,83,CTP11,combo,chr14_111241036_111259965,111241036,111259965,83,99990165,630
630,14:113740315-113759580,806,14,84,CTP11,combo,chr14_113740315_113759580,113740315,113759580,84,102489444,631
631,14:114880553-114890040,805,14,85,CTP13,combo,chr14_114880553_114890040,114880553,114890040,85,103629682,632
632,14:116246600-116259774,807,14,86,CTP11,combo,chr14_116246600_116259774,116246600,116259774,86,104995729,633
633,14:118746778-118757514,808,14,87,CTP11,combo,chr14_118746778_118757514,118746778,118757514,87,107495907,634
634,14:119235983-119254612,806,14,88,CTP13,combo,chr14_119235983_119254612,119235983,119254612,88,107985112,635
635,14:119659877-119669293,807,14,89,CTP13,combo,chr14_119659877_119669293,119659877,119669293,89,108409006,636
636,14:120854156-120866025,808,14,90,CTP13,combo,chr14_120854156_120866025,120854156,120866025,90,109603285,637
637,14:121252732-121260001,809,14,91,CTP11,combo,chr14_121252732_121260001,121252732,121260001,91,110001861,638
638,14:122005315-122016032,809,14,92,CTP13,combo,chr14_122005315_122016032,122005315,122016032,92,110754444,639
639,14:123748353-123759999,810,14,93,CTP11,combo,chr14_123748353_123759999,123748353,123759999,93,112497482,640
640,15:3748668-3759992,812,15,0,CTP11,combo,chr15_3748668_3759992,3748668,3759992,0,0,641
641,15:6248179-6259974,813,15,1,CTP11,combo,chr15_6248179_6259974,6248179,6259974,1,2499511,642
642,15:6552960-6562358,810,15,2,CTP13,combo,chr15_6552960_6562358,6552960,6562358,2,2804292,643
643,15:7204839-7213917,811,15,3,CTP13,combo,chr15_7204839_7213917,7204839,7213917,3,3456171,644
644,15:8420991-8433726,812,15,4,CTP13,combo,chr15_8420991_8433726,8420991,8433726,4,4672323,645
645,15:8745661-8759984,814,15,5,CTP11,combo,chr15_8745661_8759984,8745661,8759984,5,4996993,646
646,15:11249715-11259980,815,15,6,CTP11,combo,chr15_11249715_11259980,11249715,11259980,6,7501047,647
647,15:12462414-12470577,813,15,7,CTP13,combo,chr15_12462414_12470577,12462414,12470577,7,8713746,648
648,15:13126003-13136573,814,15,8,CTP13,combo,chr15_13126003_13136573,13126003,13136573,8,9377335,649
649,15:13748757-13759999,816,15,9,CTP11,combo,chr15_13748757_13759999,13748757,13759999,9,10000089,650
650,15:16246326-16259954,817,15,10,CTP11,combo,chr15_16246326_16259954,16246326,16259954,10,12497658,651
651,15:16782991-16803787,815,15,11,CTP13,combo,chr15_16782991_16803787,16782991,16803787,11,13034323,652
652,15:18746519-18759809,818,15,12,CTP11,combo,chr15_18746519_18759809,18746519,18759809,12,14997851,653
653,15:18925165-18940508,816,15,13,CTP13,combo,chr15_18925165_18940508,18925165,18940508,13,15176497,654
654,15:21247205-21259999,819,15,14,CTP11,combo,chr15_21247205_21259999,21247205,21259999,14,17498537,655
655,15:23742803-23760001,820,15,15,CTP11,combo,chr15_23742803_23760001,23742803,23760001,15,19994135,656
656,15:24996756-25008760,817,15,16,CTP13,combo,chr15_24996756_25008760,24996756,25008760,16,21248088,657
657,15:26240078-26260000,821,15,17,CTP11,combo,chr15_26240078_26260000,26240078,26260000,17,22491410,658
658,15:28212072-28223564,818,15,18,CTP13,combo,chr15_28212072_28223564,28212072,28223564,18,24463404,659
659,15:28747871-28759983,822,15,19,CTP11,combo,chr15_28747871_28759983,28747871,28759983,19,24999203,660
660,15:30270136-30296855,819,15,20,CTP13,combo,chr15_30270136_30296855,30270136,30296855,20,26521468,661
661,15:31253328-31259968,823,15,21,CTP11,combo,chr15_31253328_31259968,31253328,31259968,21,27504660,662
662,15:33749854-33759967,824,15,22,CTP11,combo,chr15_33749854_33759967,33749854,33759967,22,30001186,663
663,15:36246566-36259946,825,15,23,CTP11,combo,chr15_36246566_36259946,36246566,36259946,23,32497898,664
664,15:36500146-36509435,820,15,24,CTP13,combo,chr15_36500146_36509435,36500146,36509435,24,32751478,665
665,15:40911039-40923666,821,15,25,CTP13,combo,chr15_40911039_40923666,40911039,40923666,25,37162371,666
666,15:41241686-41259946,827,15,26,CTP11,combo,chr15_41241686_41259946,41241686,41259946,26,37493018,667
667,15:43744645-43759393,828,15,27,CTP11,combo,chr15_43744645_43759393,43744645,43759393,27,39995977,668
668,15:44746801-44755318,822,15,28,CTP13,combo,chr15_44746801_44755318,44746801,44755318,28,40998133,669
669,15:45103030-45116995,823,15,29,CTP13,combo,chr15_45103030_45116995,45103030,45116995,29,41354362,670
670,15:46240077-46259715,829,15,30,CTP11,combo,chr15_46240077_46259715,46240077,46259715,30,42491409,671
671,15:48744772-48759989,830,15,31,CTP11,combo,chr15_48744772_48759989,48744772,48759989,31,44996104,672
672,15:50704737-50716490,824,15,32,CTP13,combo,chr15_50704737_50716490,50704737,50716490,32,46956069,673
673,15:51249067-51259956,831,15,33,CTP11,combo,chr15_51249067_51259956,51249067,51259956,33,47500399,674
674,15:52774462-52793408,825,15,34,CTP13,combo,chr15_52774462_52793408,52774462,52793408,34,49025794,675
675,15:53749920-53760000,832,15,35,CTP11,combo,chr15_53749920_53760000,53749920,53760000,35,50001252,676
676,15:56243519-56254702,833,15,36,CTP11,combo,chr15_56243519_56254702,56243519,56254702,36,52494851,677
677,15:58195603-58204181,826,15,37,CTP13,combo,chr15_58195603_58204181,58195603,58204181,37,54446935,678
678,15:58751813-58759974,834,15,38,CTP11,combo,chr15_58751813_58759974,58751813,58759974,38,55003145,679
679,15:60843778-60863778,Lratd2,15,39,CTP12tss,unique,chr15_60843778_60863778,60843778,60863778,39,57095110,680
680,15:61247554-61259961,835,15,40,CTP11,combo,chr15_61247554_61259961,61247554,61259961,40,57498886,681
681,15:63751912-63759855,836,15,41,CTP11,combo,chr15_63751912_63759855,63751912,63759855,41,60003244,682
682,15:66251811-66259990,837,15,42,CTP11,combo,chr15_66251811_66259990,66251811,66259990,42,62503143,683
683,15:67129340-67138277,827,15,43,CTP13,combo,chr15_67129340_67138277,67129340,67138277,43,63380672,684
684,15:68717372-68729146,828,15,44,CTP13,combo,chr15_68717372_68729146,68717372,68729146,44,64968704,685
685,15:68752128-68759987,838,15,45,CTP11,combo,chr15_68752128_68759987,68752128,68759987,45,65003460,686
686,15:68958826-68967571,829,15,46,CTP13,combo,chr15_68958826_68967571,68958826,68967571,46,65210158,687
687,15:71250176-71259934,839,15,47,CTP11,combo,chr15_71250176_71259934,71250176,71259934,47,67501508,688
688,15:71919227-71928812,830,15,48,CTP13,combo,chr15_71919227_71928812,71919227,71928812,48,68170559,689
689,15:73752351-73759999,840,15,49,CTP11,combo,chr15_73752351_73759999,73752351,73759999,49,70003683,690
690,15:76251370-76259993,841,15,50,CTP11,combo,chr15_76251370_76259993,76251370,76259993,50,72502702,691
691,15:76300048-76307576,831,15,51,CTP13,combo,chr15_76300048_76307576,76300048,76307576,51,72551380,692
692,15:76455894-76463738,832,15,52,CTP13,combo,chr15_76455894_76463738,76455894,76463738,52,72707226,693
693,15:78196400-78216400,Pvalb,15,53,CTP12tss,unique,chr15_78196400_78216400,78196400,78216400,53,74447732,694
694,15:78753218-78759997,842,15,54,CTP11,combo,chr15_78753218_78759997,78753218,78759997,54,75004550,695
695,15:79155240-79175240,Sox10,15,55,CTP12tss,unique,chr15_79155240_79175240,79155240,79175240,55,75406572,696
696,15:80706151-80715644,833,15,56,CTP13,combo,chr15_80706151_80715644,80706151,80715644,56,76957483,697
697,15:81250473-81260001,843,15,57,CTP11,combo,chr15_81250473_81260001,81250473,81260001,57,77501805,698
698,15:81540277-81555045,834,15,58,CTP13,combo,chr15_81540277_81555045,81540277,81555045,58,77791609,699
699,15:81699339-81711162,835,15,59,CTP13,combo,chr15_81699339_81711162,81699339,81711162,59,77950671,700
700,15:83412673-83423796,836,15,60,CTP13,combo,chr15_83412673_83423796,83412673,83423796,60,79664005,701
701,15:83751943-83759997,844,15,61,CTP11,combo,chr15_83751943_83759997,83751943,83759997,61,80003275,702
702,15:86251643-86259957,845,15,62,CTP11,combo,chr15_86251643_86259957,86251643,86259957,62,82502975,703
703,15:88513938-88523402,837,15,63,CTP13,combo,chr15_88513938_88523402,88513938,88523402,63,84765270,704
704,15:88750514-88759984,846,15,64,CTP11,combo,chr15_88750514_88759984,88750514,88759984,64,85001846,705
705,15:88842320-88851254,838,15,65,CTP13,combo,chr15_88842320_88851254,88842320,88851254,65,85093652,706
706,15:91251386-91259965,847,15,66,CTP11,combo,chr15_91251386_91259965,91251386,91259965,66,87502718,707
707,15:92233257-92244730,839,15,67,CTP13,combo,chr15_92233257_92244730,92233257,92244730,67,88484589,708
708,15:93506606-93516280,840,15,68,CTP13,combo,chr15_93506606_93516280,93506606,93516280,68,89757938,709
709,15:93749562-93759982,848,15,69,CTP11,combo,chr15_93749562_93759982,93749562,93759982,69,90000894,710
710,15:95062773-95072561,841,15,70,CTP13,combo,chr15_95062773_95072561,95062773,95072561,70,91314105,711
711,15:96249522-96259954,849,15,71,CTP11,combo,chr15_96249522_96259954,96249522,96259954,71,92500854,712
712,15:96290116-96305070,842,15,72,CTP13,combo,chr15_96290116_96305070,96290116,96305070,72,92541448,713
713,15:98747656-98759982,850,15,73,CTP11,combo,chr15_98747656_98759982,98747656,98759982,73,94998988,714
714,15:101251612-101259962,851,15,74,CTP11,combo,chr15_101251612_101259962,101251612,101259962,74,97502944,715
715,15:101851871-101860220,843,15,75,CTP13,combo,chr15_101851871_101860220,101851871,101860220,75,98103203,716
716,15:103529162-103537591,844,15,76,CTP13,combo,chr15_103529162_103537591,103529162,103537591,76,99780494,717
717,15:103742236-103759885,852,15,77,CTP11,combo,chr15_103742236_103759885,103742236,103759885,77,99993568,718
718,16:3746544-3759842,854,16,0,CTP11,combo,chr16_3746544_3759842,3746544,3759842,0,0,719
719,16:5172569-5183687,845,16,1,CTP13,combo,chr16_5172569_5183687,5172569,5183687,1,1426025,720
720,16:6244626-6259978,855,16,2,CTP11,combo,chr16_6244626_6259978,6244626,6259978,2,2498082,721
721,16:8748484-8759950,856,16,3,CTP11,combo,chr16_8748484_8759950,8748484,8759950,3,5001940,722
722,16:10362859-10372297,846,16,4,CTP13,combo,chr16_10362859_10372297,10362859,10372297,4,6616315,723
723,16:11250272-11259604,857,16,5,CTP11,combo,chr16_11250272_11259604,11250272,11259604,5,7503728,724
724,16:13746136-13759980,858,16,6,CTP11,combo,chr16_13746136_13759980,13746136,13759980,6,9999592,725
725,16:16249831-16259990,859,16,7,CTP11,combo,chr16_16249831_16259990,16249831,16259990,7,12503287,726
726,16:18748348-18759789,860,16,8,CTP11,combo,chr16_18748348_18759789,18748348,18759789,8,15001804,727
727,16:21162400-21187682,847,16,9,CTP13,combo,chr16_21162400_21187682,21162400,21187682,9,17415856,728
728,16:21251746-21260000,861,16,10,CTP11,combo,chr16_21251746_21260000,21251746,21260000,10,17505202,729
729,16:22804352-22813220,848,16,11,CTP13,combo,chr16_22804352_22813220,22804352,22813220,11,19057808,730
730,16:23671902-23681140,849,16,12,CTP13,combo,chr16_23671902_23681140,23671902,23681140,12,19925358,731
731,16:23740016-23759943,862,16,13,CTP11,combo,chr16_23740016_23759943,23740016,23759943,13,19993472,732
732,16:23880958-23900958,Sst,16,14,CTP12tss,unique,chr16_23880958_23900958,23880958,23900958,14,20134414,733
733,16:23974191-23982896,850,16,15,CTP13,combo,chr16_23974191_23982896,23974191,23982896,15,20227647,734
734,16:26031000-26041962,851,16,16,CTP13,combo,chr16_26031000_26041962,26031000,26041962,16,22284456,735
735,16:26246195-26256520,863,16,17,CTP11,combo,chr16_26246195_26256520,26246195,26256520,17,22499651,736
736,16:28611765-28623422,852,16,18,CTP13,combo,chr16_28611765_28623422,28611765,28623422,18,24865221,737
737,16:28749700-28759999,864,16,19,CTP11,combo,chr16_28749700_28759999,28749700,28759999,19,25003156,738
738,16:28869209-28878343,853,16,20,CTP13,combo,chr16_28869209_28878343,28869209,28878343,20,25122665,739
739,16:29150114-29168037,854,16,21,CTP13,combo,chr16_29150114_29168037,29150114,29168037,21,25403570,740
740,16:31248910-31259937,865,16,22,CTP11,combo,chr16_31248910_31259937,31248910,31259937,22,27502366,741
741,16:32496815-32506412,855,16,23,CTP13,combo,chr16_32496815_32506412,32496815,32506412,23,28750271,742
742,16:32681550-32694765,856,16,24,CTP13,combo,chr16_32681550_32694765,32681550,32694765,24,28935006,743
743,16:33749783-33759816,866,16,25,CTP11,combo,chr16_33749783_33759816,33749783,33759816,25,30003239,744
744,16:34984662-34992299,857,16,26,CTP13,combo,chr16_34984662_34992299,34984662,34992299,26,31238118,745
745,16:35756965-35770055,858,16,27,CTP13,combo,chr16_35756965_35770055,35756965,35770055,27,32010421,746
746,16:36242473-36259100,867,16,28,CTP11,combo,chr16_36242473_36259100,36242473,36259100,28,32495929,747
747,16:36642517-36651936,859,16,29,CTP13,combo,chr16_36642517_36651936,36642517,36651936,29,32895973,748
748,16:38210833-38221665,860,16,30,CTP13,combo,chr16_38210833_38221665,38210833,38221665,30,34464289,749
749,16:38751910-38759991,868,16,31,CTP11,combo,chr16_38751910_38759991,38751910,38759991,31,35005366,750
750,16:41248159-41259990,869,16,32,CTP11,combo,chr16_41248159_41259990,41248159,41259990,32,37501615,751
751,16:41536946-41547906,861,16,33,CTP13,combo,chr16_41536946_41547906,41536946,41547906,33,37790402,752
752,16:42294880-42304770,862,16,34,CTP13,combo,chr16_42294880_42304770,42294880,42304770,34,38548336,753
753,16:42916381-42928359,863,16,35,CTP13,combo,chr16_42916381_42928359,42916381,42928359,35,39169837,754
754,16:43751609-43759978,870,16,36,CTP11,combo,chr16_43751609_43759978,43751609,43759978,36,40005065,755
755,16:43952198-43961899,864,16,37,CTP13,combo,chr16_43952198_43961899,43952198,43961899,37,40205654,756
756,16:44253125-44261936,866,16,38,CTP13,combo,chr16_44253125_44261936,44253125,44261936,38,40506581,757
757,16:46248681-46260000,871,16,39,CTP11,combo,chr16_46248681_46260000,46248681,46260000,39,42502137,758
