gene_id	WT_rep1	WT_rep2	WT_rep3	R168X_rep1	R168X_rep2	R168X_rep3
Morn2	64.00	58.00	56.00	55.00	50.00	92.00
Morn3	0.00	0.00	1.00	0.00	0.00	1.00
Morn4	262.00	227.00	163.00	326.00	251.00	365.00
Morn5	8.00	4.00	3.00	3.00	1.00	3.00
Morrbid	75.00	49.00	39.00	86.00	76.00	64.00
Mos	2.00	1.00	0.00	1.00	0.00	0.00
Mosmo	595.00	476.00	366.00	865.00	743.00	732.00
Mospd1	673.00	594.00	416.00	966.00	892.00	1018.00
Mospd2	624.00	534.00	401.00	581.00	558.00	754.00
Mospd3	318.00	267.00	189.00	293.00	181.00	303.00
Mospd4	2.00	2.00	1.00	3.00	2.00	1.00
Mov10	572.00	434.00	358.00	341.00	286.00	351.00
Mov10l1	461.00	371.00	255.00	597.00	545.00	705.00
Moxd1	9263.00	6505.00	5939.00	4496.00	2868.00	4181.00
Moxd2	0.00	0.00	0.00	0.00	0.00	0.00
Mpc1	442.00	374.00	254.00	598.00	571.00	602.00
Mpc2	549.00	480.00	348.00	402.00	412.00	651.00
Mpdu1	377.00	331.00	235.00	361.00	352.00	526.00
Mpdz	1652.00	1329.00	1063.00	1589.00	1114.00	1219.00
Mpeg1	90.00	63.00	59.00	51.00	56.00	64.00
Mpg	261.00	183.00	127.00	196.00	194.00	277.00
Mphosph10	344.00	343.00	245.00	441.00	383.00	556.00
Mphosph6	293.00	230.00	171.00	304.00	306.00	416.00
Mphosph8	820.00	622.00	479.00	1002.00	761.00	1036.00
Mphosph9	290.00	232.00	183.00	370.00	292.00	315.00
Mpi	401.00	295.00	226.00	346.00	332.00	454.00
Mpig6b	0.00	0.00	0.00	0.00	0.00	0.00
Mpl	0.00	0.00	0.00	0.00	0.00	0.00
Mplkip	221.00	206.15	158.08	296.03	290.82	362.82
Mpnd	841.00	702.00	534.00	737.00	644.00	929.00
Mpo	0.00	0.00	0.00	0.00	0.00	0.00
Mpp1	486.00	376.00	290.00	423.00	365.00	519.00
Mpp2	216.00	168.00	114.00	242.00	154.00	161.00
Mpp3	185.00	182.00	113.00	183.00	143.00	215.00
Mpp4	4.70	0.00	0.00	5.00	1.00	3.00
Mpp5	948.00	734.00	620.00	977.00	816.00	1040.00
Mpp6	1189.00	1002.00	765.00	1318.00	1205.00	1640.00
Mpp7	253.00	211.00	171.00	455.00	393.00	472.00
Mppe1	224.00	175.00	126.00	138.00	123.00	204.00
Mpped1	4.00	6.00	6.00	5.00	4.00	4.00
Mpped2	629.00	490.00	387.00	1238.00	1120.00	1266.00
Mprip	7910.00	6517.00	4979.00	7602.00	5849.00	7309.00
Mpst	144.00	134.00	136.00	97.00	87.00	133.00
Mptx1	0.00	0.00	0.00	0.00	0.00	0.00
Mptx2	0.00	0.00	0.00	0.00	0.00	0.00
Mpv17	379.00	333.00	277.00	392.00	370.00	497.98
Mpv17l	103.00	80.00	61.00	123.00	117.00	143.00
Mpv17l2	274.00	204.00	153.00	244.00	220.00	312.00
Mpz	2.00	0.00	0.00	1.00	1.00	0.00
Mpzl1	1028.00	862.00	672.00	1203.00	1050.00	1550.00
Mpzl2	50.00	39.00	36.00	37.00	33.00	35.00
Mpzl3	103.00	82.00	70.00	75.00	52.00	69.00
Mr1	409.00	306.00	233.00	331.00	236.00	346.00
Mrap	0.00	0.00	0.00	1.00	0.00	1.00
Mrap2	15.00	11.00	8.00	20.00	18.00	32.00
Mras	1486.00	1210.00	847.00	1901.00	1531.00	1739.00
Mrc1	3.00	4.00	0.00	4.00	3.00	10.00
Mrc2	7870.00	5922.00	4862.00	4517.00	3129.00	4308.00
Mre11a	456.00	383.00	269.00	470.00	396.00	530.00
Mreg	774.00	710.00	476.00	1355.00	1365.00	1713.00
Mrfap1	6837.00	5550.00	4347.00	5878.00	4804.00	7027.00
Mrgbp	155.00	131.00	105.00	148.00	117.00	182.00
Mrgpra1	0.00	0.00	0.00	0.00	0.00	0.00
Mrgpra2a	0.00	0.00	0.00	0.00	0.00	0.00
Mrgpra2b	0.00	0.00	0.00	0.00	0.00	0.00
Mrgpra3	0.00	0.00	0.00	0.00	0.00	0.00
Mrgpra4	0.00	0.00	0.00	0.00	0.00	0.00
Mrgpra6	3.00	6.00	3.00	2.00	9.00	2.00
Mrgpra9	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprb1	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprb2	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprb3	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprb4	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprb5	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprb8	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprd	0.00	0.00	0.00	0.00	0.00	0.00
Mrgpre	235.00	198.00	146.00	233.00	207.00	273.00
Mrgprf	21.00	20.00	14.00	17.00	11.00	17.00
Mrgprg	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprh	0.00	0.00	0.00	1.00	2.00	0.00
Mrgprx1	0.00	0.00	0.00	0.00	0.00	0.00
Mrgprx2	0.00	1.00	0.00	0.00	1.00	1.00
Mri1	285.00	281.00	204.00	224.00	207.00	369.00
Mrln	1.00	0.00	0.00	0.00	0.00	0.00
Mrm1	128.00	108.00	98.00	121.00	131.00	208.00
Mrm2	134.00	116.00	90.00	113.00	108.00	188.00
Mrm3	104.00	95.00	66.00	129.00	113.00	180.00
Mrnip	82.00	85.00	51.00	102.00	102.00	154.00
Mro	30.00	17.00	26.00	22.00	19.00	27.00
Mroh1	1051.00	921.00	644.00	910.00	657.00	770.00
Mroh2a	0.00	0.00	0.00	0.00	0.00	0.00
Mroh2b	0.00	0.00	0.00	0.00	0.00	0.00
Mroh3	0.00	2.00	0.00	0.00	0.00	0.00
Mroh4	0.00	0.00	0.00	0.00	0.00	0.00
Mroh5	0.00	0.00	0.00	0.00	1.00	0.00
Mroh6	3.00	0.00	3.00	3.00	0.00	2.00
Mroh7	0.00	3.00	1.00	2.00	1.00	0.00
Mroh8	2.00	2.00	1.00	1.00	0.00	2.00
Mroh9	0.00	0.00	0.00	0.00	0.00	0.00
Mrpl1	318.00	269.00	202.00	411.00	381.00	528.00
Mrpl10	782.00	553.00	457.00	647.00	563.00	741.00
Mrpl11	377.00	327.00	187.00	300.00	301.00	533.00
Mrpl12	537.00	454.00	297.00	407.00	408.00	788.00
Mrpl13	443.00	332.00	284.00	401.00	359.00	611.00
Mrpl14	227.00	188.00	129.00	195.00	195.00	283.00
Mrpl15	535.00	504.00	383.00	592.00	574.00	809.00
Mrpl16	356.00	299.00	225.00	398.00	356.00	545.00
Mrpl17	755.00	629.00	428.00	618.00	592.00	807.00
Mrpl18	516.00	433.00	341.00	399.00	351.00	620.00
Mrpl19	731.00	598.00	445.00	633.00	572.00	859.00
Mrpl2	376.00	329.00	214.00	299.00	274.00	449.00
Mrpl20	421.00	343.00	258.00	398.00	421.00	616.00
Mrpl21	289.00	216.00	209.00	260.00	288.00	400.00
Mrpl22	155.00	140.00	92.00	166.00	179.00	292.00
Mrpl23	191.00	138.00	108.00	154.00	136.00	214.00
Mrpl24	589.00	498.00	375.00	485.00	469.00	824.00
Mrpl27	177.00	156.00	112.00	167.00	141.00	246.00
Mrpl28	429.00	402.00	297.00	381.00	362.00	640.00
Mrpl3	694.00	599.00	430.00	679.00	698.00	1007.00
Mrpl30	370.00	296.00	238.00	470.00	441.00	482.00
Mrpl32	215.96	164.00	143.00	288.00	285.00	312.00
Mrpl33	414.00	380.00	263.00	275.00	292.00	561.00
Mrpl34	384.00	351.00	216.00	430.00	383.00	555.00
Mrpl35	456.00	373.00	303.00	503.00	417.00	521.00
Mrpl36	299.00	243.00	182.00	259.00	220.00	318.00
Mrpl37	483.00	365.00	294.00	452.00	437.00	622.00
Mrpl38	350.00	316.00	221.00	434.00	363.00	518.00
Mrpl39	447.00	341.00	273.00	508.00	451.00	583.00
Mrpl4	297.00	267.00	202.00	298.00	273.00	388.00
Mrpl40	281.00	212.00	162.00	332.00	275.00	391.00
Mrpl41	316.00	279.00	219.00	277.00	279.00	523.00
Mrpl42	285.00	228.00	204.00	354.00	313.00	389.00
Mrpl43	470.00	406.00	300.00	482.00	475.00	741.00
Mrpl44	316.00	219.00	150.00	343.00	360.00	465.00
Mrpl45	506.00	464.00	340.00	499.00	414.00	604.00
Mrpl46	193.00	180.00	121.00	172.00	182.00	321.00
Mrpl47	210.00	187.00	119.00	256.00	245.00	351.00
Mrpl48	378.00	294.00	211.00	372.00	369.00	506.00
Mrpl49	503.00	392.00	305.00	508.00	515.00	713.00
Mrpl50	571.00	481.00	353.00	636.00	649.00	926.00
Mrpl51	1091.00	957.00	652.00	833.00	769.00	1153.00
Mrpl52	217.00	185.00	158.00	187.00	174.00	281.00
Mrpl53	395.00	356.00	298.00	322.00	379.00	572.00
Mrpl54	295.00	223.00	190.00	299.00	271.00	403.00
Mrpl55	143.00	109.00	90.00	106.00	120.00	170.00
Mrpl57	251.00	227.00	161.00	288.00	239.00	423.00
Mrpl58	332.00	322.00	250.00	310.00	339.00	551.00
Mrpl9	498.00	459.00	310.00	452.00	308.00	586.00
Mrps10	206.00	164.00	127.00	171.00	151.00	242.00
Mrps11	159.00	135.00	88.00	181.00	149.00	211.00
Mrps12	190.00	186.00	111.00	146.00	176.00	249.00
Mrps14	339.00	295.00	213.00	320.00	337.00	462.00
Mrps15	282.00	215.00	184.00	283.00	274.00	342.00
Mrps16	320.00	261.00	199.00	229.00	236.00	390.00
Mrps17	439.00	360.00	256.00	418.00	397.00	600.00
Mrps18a	398.00	281.00	231.00	347.00	319.00	443.00
Mrps18b	316.00	224.00	206.00	282.00	279.00	401.00
Mrps18c	258.00	214.00	183.00	231.00	265.00	358.00
Mrps2	541.00	501.00	374.00	668.00	669.00	657.00
Mrps21	517.00	400.00	326.00	459.00	372.00	681.00
Mrps22	247.00	193.00	161.00	354.00	347.00	465.00
Mrps23	479.00	460.00	305.00	485.00	455.00	792.00
Mrps24	306.00	231.00	173.00	230.00	228.00	394.00
Mrps25	468.00	384.00	294.00	373.00	345.00	518.00
Mrps26	300.00	246.00	161.00	219.00	209.00	404.00
Mrps27	237.00	201.00	140.00	223.00	209.00	311.00
Mrps28	110.00	83.00	90.00	106.00	78.00	130.00
Mrps30	514.00	412.00	314.00	476.00	523.00	709.00
Mrps31	336.00	278.00	215.00	395.00	416.00	581.00
Mrps33	554.00	524.00	339.00	513.00	490.00	818.00
Mrps34	223.00	171.00	149.00	212.00	186.00	379.00
Mrps35	483.00	424.00	292.00	300.00	300.00	522.00
Mrps36	173.00	146.99	130.00	231.00	237.00	272.00
Mrps5	509.00	416.00	297.00	643.00	550.00	693.00
Mrps6	498.80	375.41	327.00	371.53	336.26	579.32
Mrps7	588.63	458.00	354.00	560.00	544.55	771.21
Mrps9	366.00	298.00	191.00	401.00	352.00	498.00
Mrrf	341.00	305.00	221.00	380.00	385.00	491.00
Mrs2	495.00	439.00	332.00	539.00	376.00	573.00
Mrtfa	1248.00	959.00	720.00	1260.00	850.00	1052.00
Mrtfb	1628.00	1328.00	1037.00	2339.00	1618.00	1514.00
Mrto4	316.00	263.00	207.00	296.00	291.00	513.00
Mrvi1	994.00	679.00	619.00	692.00	422.00	467.00
Ms4a1	1.00	0.00	0.00	0.00	0.00	0.00
Ms4a10	0.00	0.00	1.00	0.00	0.00	0.00
Ms4a13	0.00	0.00	0.00	1.00	1.00	3.00
Ms4a15	0.00	0.00	0.00	0.00	0.00	0.00
Ms4a18	0.00	0.00	0.00	0.00	0.00	0.00
Ms4a2	0.00	0.00	0.00	0.00	0.00	0.00
Ms4a3	0.00	0.00	0.00	0.00	0.00	0.00
Ms4a4a	1.00	0.00	1.00	2.00	2.00	2.02
Ms4a4b	0.00	0.00	0.00	0.00	0.00	0.00
Ms4a4c	1.00	1.00	0.00	0.00	0.00	0.00
Ms4a4d	29.00	21.00	24.00	33.00	17.00	31.00
Ms4a5	3.00	0.00	1.00	0.00	0.00	0.00
Ms4a6b	1.00	0.00	2.00	7.70	5.45	1.00
Ms4a6c	3.00	6.00	5.00	5.00	1.00	2.00
Ms4a6d	2.00	1.00	5.00	2.30	4.55	3.00
Ms4a7	3.00	2.00	2.00	5.00	3.00	4.00
Ms4a8a	1.00	0.00	0.00	0.00	0.00	0.00
Msantd1	7.00	6.00	4.00	8.00	5.00	5.00
Msantd2	168.00	120.00	121.00	204.00	212.00	237.00
Msantd3	542.00	450.00	328.00	560.00	480.00	689.00
Msantd4	1823.00	1486.00	1174.00	1747.00	1508.00	2299.00
Msc	1.00	0.00	0.00	1.00	0.00	5.00
Msgn1	0.00	0.00	0.00	0.00	0.00	0.00
Msh2	1080.00	934.00	683.00	971.00	876.00	1252.00
Msh3	256.00	207.00	164.00	267.00	229.00	337.00
Msh4	33.00	20.00	15.00	32.00	22.00	25.00
Msh5	8.00	6.00	3.00	4.00	4.00	1.00
Msh6	1019.00	837.00	702.00	913.00	764.00	1091.00
Msi1	1323.00	1163.00	840.00	1710.00	1292.00	1514.00
Msi2	3317.00	2718.00	2116.00	4994.00	3676.00	3541.00
Msl1	3537.00	2994.00	2327.00	3828.00	2879.00	3451.00
Msl2	1361.00	1184.00	938.00	1803.00	1499.00	1708.00
Msl3	625.00	500.00	395.00	573.00	527.00	678.00
Msl3l2	51.00	44.00	27.00	65.00	45.00	60.00
Msln	0.00	0.00	0.00	0.00	1.00	0.00
Mslnl	0.00	0.00	1.00	2.00	0.00	0.00
Msmb	0.00	0.00	0.00	0.00	0.00	0.00
Msmo1	2249.00	1787.00	1440.00	2270.00	2141.00	2870.00
Msmp	0.00	0.00	0.00	0.00	0.00	1.00
Msn	5761.00	4615.00	3679.00	5216.00	4246.00	5333.00
Msr1	5.00	2.00	3.00	4.00	4.00	3.00
Msra	94.00	63.00	66.00	87.00	67.00	116.00
Msrb1	392.00	294.00	240.00	258.00	214.00	404.00
Msrb2	83.00	61.00	58.00	77.00	86.00	154.00
Msrb3	1151.00	864.00	706.00	943.00	719.00	942.00
Mss51	7.00	9.00	7.00	15.00	5.00	12.00
Mst1	1.00	0.00	0.00	0.00	0.00	0.00
Mst1r	5.00	4.00	3.00	9.00	4.00	4.00
Mstn	0.00	1.00	1.00	2.00	0.00	1.00
Msto1	308.00	266.00	211.00	327.00	300.00	401.00
Msx1	483.00	351.00	314.00	283.00	270.00	356.00
Msx1os	1.00	1.00	1.00	3.00	0.00	2.00
Msx2	115.00	98.00	70.00	55.00	47.00	48.00
Msx3	0.00	0.00	0.00	0.00	1.00	1.00
Mt1	93.00	76.00	70.00	59.00	62.00	66.00
Mt2	119.00	86.00	85.00	85.00	70.00	70.00
Mt3	233.00	165.00	146.00	122.00	96.00	197.00
Mt4	0.00	0.00	0.00	0.00	0.00	1.00
Mta1	1948.00	1596.00	1219.00	1929.00	1442.00	1742.00
Mta2	2388.00	2018.00	1499.00	2533.00	2134.00	2941.00
Mta3	611.00	522.00	400.00	650.00	497.00	594.00
Mtag2	15.00	11.00	12.00	10.00	15.00	21.00
Mtap	432.00	324.00	295.00	386.00	373.00	433.00
Mtbp	125.00	116.00	80.00	134.00	145.00	197.00
Mtch1	4630.00	3809.00	2958.00	3455.00	3033.00	4494.00
Mtch2	1747.00	1451.00	1081.00	1696.00	1610.00	2416.00
Mtcl1	2459.00	2014.00	1422.00	3245.00	2232.00	2844.00
Mtcp1	26.24	21.57	12.69	32.13	27.87	38.77
Mtdh	2224.00	1784.00	1419.00	2459.00	1942.00	2473.00
Mterf1a	53.09	60.31	46.47	89.30	54.58	99.20
Mterf1b	23.91	10.69	5.53	16.70	28.42	18.80
Mterf2	226.00	169.00	139.00	295.00	290.00	391.00
Mterf3	212.00	173.00	145.00	287.00	246.00	287.00
Mterf4	210.00	174.00	133.00	226.00	225.00	285.00
Mtf1	475.00	419.00	311.00	594.00	475.00	551.00
Mtf2	1799.00	1326.00	1076.00	1936.00	1752.00	2277.00
Mtfmt	188.00	166.00	106.00	194.00	170.00	213.00
Mtfp1	61.00	41.00	25.00	40.00	41.00	51.00
Mtfr1	743.00	638.00	460.00	869.00	834.00	1157.00
Mtfr1l	1042.00	884.00	653.00	893.00	784.00	1139.00
Mtfr2	47.00	43.00	29.00	48.00	46.00	60.00
Mtg1	90.00	68.00	50.00	78.00	76.00	98.00
Mtg2	133.00	126.00	91.00	127.00	121.00	197.00
Mthfd1	713.00	509.00	423.00	542.00	472.00	574.00
Mthfd1l	433.00	366.00	290.00	383.00	308.00	445.00
Mthfd2	4339.00	3553.00	2636.00	2398.00	2125.00	2728.00
Mthfd2l	271.00	250.00	190.00	338.00	344.00	371.00
Mthfr	684.00	530.00	349.00	798.00	646.00	859.00
Mthfs	31.51	30.64	11.00	34.99	33.02	30.15
Mthfsd	251.00	208.00	163.00	237.00	201.00	284.00
Mthfsl	38.49	32.36	33.00	24.01	23.98	47.85
Mtif2	610.00	490.00	365.00	527.00	572.00	774.00
Mtif3	178.00	144.00	106.00	160.00	160.00	272.00
Mtln	66.00	61.00	50.00	77.00	59.00	92.00
Mtm1	154.00	119.00	88.00	132.00	131.00	167.00
Mtmr1	517.00	412.00	347.00	545.00	487.00	578.00
Mtmr10	544.00	467.00	367.00	517.00	374.00	415.00
Mtmr11	308.00	238.00	168.00	184.00	130.00	171.00
Mtmr12	438.00	343.00	270.00	475.00	383.00	494.00
Mtmr14	921.00	739.00	565.00	859.00	727.00	1031.00
Mtmr2	1572.00	1294.00	1022.00	1639.00	1395.00	2167.00
Mtmr3	3072.00	2426.00	1760.00	3325.00	2820.00	3568.00
Mtmr4	3754.00	3267.00	2433.00	4484.00	3392.00	3759.00
Mtmr6	2598.00	2090.00	1595.00	3155.00	3051.00	3690.00
Mtmr7	1176.00	1034.00	678.00	1730.00	1585.00	1842.00
Mtmr9	3427.00	2925.00	2142.00	2746.00	2365.00	2726.00
Mtnr1a	0.00	1.00	0.00	1.00	0.00	4.00
Mtnr1b	0.00	0.00	0.00	0.00	0.00	0.00
Mto1	194.00	197.00	129.00	303.00	221.00	324.00
Mtor	1469.00	1225.00	881.00	2369.00	1697.00	1988.00
Mtpap	507.00	380.00	279.00	685.00	603.00	648.00
Mtpn	6281.00	5017.00	3881.00	6562.00	6076.00	6513.00
Mtr	627.00	514.00	412.00	616.00	467.00	582.00
Mtrex	1355.00	1122.00	844.00	1609.00	1304.00	1629.00
Mtrf1	102.00	79.00	60.00	101.00	111.00	137.00
Mtrf1l	153.00	118.00	103.00	203.00	146.00	209.00
Mtrr	217.00	147.00	119.00	231.00	190.00	260.00
Mtss1	2534.00	2127.00	1679.00	4634.00	3634.00	4196.00
Mtss1l	2044.00	1615.00	1270.00	1940.00	1448.00	1712.00
Mttp	123.00	68.00	79.00	58.00	80.00	66.00
Mturn	4362.00	3605.00	2607.00	4322.00	3756.00	5212.00
Mtus1	440.00	322.00	301.00	644.00	479.00	468.00
Mtus2	258.00	214.00	157.00	286.00	265.00	344.00
Mtx1	248.00	207.00	157.00	243.00	206.00	346.00
Mtx2	912.00	773.00	538.00	903.00	883.00	1303.00
Mtx3	371.00	324.00	243.00	275.00	195.00	256.00
Muc1	20.00	9.00	5.00	8.00	14.00	14.00
Muc13	1.00	3.00	0.00	2.00	1.00	1.00
Muc15	2.00	1.00	0.00	1.00	0.00	1.00
Muc19	0.00	0.00	0.00	0.00	0.00	0.00
Muc2	0.00	2.00	0.00	0.00	0.00	1.00
Muc20	2.00	0.00	1.00	4.00	1.00	1.00
Muc4	9.00	8.00	4.00	10.00	12.00	16.00
Muc5ac	0.00	0.00	0.00	0.00	0.00	0.00
Muc5b	0.00	0.00	0.00	1.00	0.00	0.00
Muc6	2.00	1.00	0.00	0.00	1.00	0.00
Mucl1	0.00	0.00	0.00	0.00	0.00	0.00
Mucl2	0.00	0.00	0.00	0.00	0.00	0.00
Mucl3	5.00	6.00	3.00	3.00	2.00	2.00
Mug-ps1	0.00	0.00	0.00	0.00	0.00	0.00
Mug1	0.00	0.00	0.00	0.00	0.00	0.00
Mug2	0.00	0.00	0.00	0.00	0.00	0.00
Mul1	503.00	441.00	339.00	469.00	392.00	621.00
Mup1	0.00	0.00	0.00	0.00	0.00	0.00
Mup10	0.00	0.00	0.00	0.00	0.00	0.00
Mup11	0.00	0.00	0.00	0.00	0.00	0.00
Mup12	0.00	0.00	0.00	0.00	0.00	0.00
Mup13	0.00	0.00	0.00	0.00	0.00	0.00
Mup14	0.00	0.00	0.00	0.00	0.00	0.00
Mup15	0.00	0.00	0.00	0.00	0.00	0.00
Mup16	0.00	0.00	0.00	0.00	0.00	0.00
Mup17	0.00	0.00	0.00	0.00	0.00	0.00
Mup18	0.00	0.00	0.00	0.00	0.00	0.00
Mup19	0.00	0.00	0.00	0.00	0.00	0.00
Mup2	0.00	0.00	1.00	0.00	0.00	0.00
Mup20	0.00	0.00	0.00	0.00	0.00	0.00
Mup21	0.00	0.00	0.00	0.00	0.00	0.00
Mup22	0.00	0.00	0.00	0.00	0.00	0.00
Mup3	0.00	0.00	0.00	0.00	0.00	0.00
Mup4	0.00	0.00	0.00	0.00	0.00	0.00
Mup5	0.00	0.00	0.00	0.00	0.00	0.00
Mup6	0.00	1.00	0.00	0.00	0.00	0.00
Mup7	0.00	0.00	0.00	0.00	0.00	0.00
Mup8	0.00	0.00	0.00	0.00	0.00	0.00
Mup9	0.00	0.00	0.00	0.00	0.00	0.00
Mus81	230.00	161.00	145.00	190.00	193.00	267.00
Musk	2.00	2.00	0.00	0.00	0.00	1.00
Mustn1	22.00	20.00	14.00	27.00	19.00	30.00
Mutyh	34.00	9.00	14.00	34.00	29.00	42.00
Mvb12a	323.00	245.00	205.00	232.00	208.00	371.00
Mvb12b	1571.00	1333.00	1001.00	1814.00	1375.00	1667.00
Mvd	487.00	408.00	306.00	417.00	416.00	577.00
Mvk	511.00	418.00	349.00	351.00	320.00	462.00
Mvp	993.00	739.00	572.00	670.00	479.00	705.00
Mx1	1.00	0.00	5.00	1.23	0.00	0.00
Mx2	3.00	6.00	11.00	3.77	1.00	0.00
Mxd1	826.00	654.00	525.00	747.00	625.00	812.00
Mxd3	58.00	56.00	34.00	49.00	60.00	86.00
Mxd4	589.00	423.00	320.00	478.00	411.00	494.00
Mxi1	1408.00	1172.00	891.00	2145.00	1774.00	2142.00
Mxra7	520.00	379.00	284.00	446.00	353.00	444.00
Mxra8	853.00	606.00	504.00	510.00	374.00	463.00
Myadm	5677.00	4614.00	3578.00	5705.00	4244.00	4275.00
Myadml2	8.00	4.00	3.00	2.00	2.00	3.00
Myb	14.00	9.00	7.00	1.00	7.00	7.00
Mybbp1a	1738.00	1382.00	1045.00	1407.00	1190.00	1626.00
Mybl1	254.00	208.00	169.00	330.00	271.00	304.00
Mybl2	103.00	79.00	48.00	96.00	72.00	95.00
Mybpc1	886.00	731.00	536.00	1415.00	1286.00	1572.00
Mybpc2	0.00	0.00	1.00	0.00	0.00	0.00
Mybpc3	18.00	17.00	5.00	8.00	7.00	15.00
Mybph	1.00	0.00	1.00	1.00	1.00	0.00
Mybphl	7.00	8.00	5.00	18.00	12.00	13.00
Myc	241.00	178.00	144.00	165.00	119.00	158.00
Mycbp	219.00	189.00	120.00	191.00	197.00	267.00
Mycbp2	8893.00	7289.00	5360.00	10905.00	7465.00	7460.00
Mycbpap	4.00	3.00	1.00	3.00	7.00	1.00
Mycl	501.00	475.00	315.00	585.00	502.00	732.00
Mycn	378.00	353.00	234.00	706.00	592.00	812.00
Mycs	0.00	0.00	0.00	0.00	0.00	0.00
Myct1	0.00	0.00	0.00	1.00	0.00	0.00
Myd88	243.00	207.00	151.00	182.00	145.00	210.00
Mydgf	465.00	386.00	275.00	371.00	374.00	623.00
Myef2	2643.65	2132.97	1606.14	3021.43	2794.01	3107.17
Myf5	0.00	0.00	0.00	0.00	0.00	0.00
Myf6	0.00	0.00	0.00	0.00	0.00	0.00
Myg1	319.00	290.00	205.00	344.00	288.00	470.00
Myh1	4.12	2.00	3.23	3.94	2.09	1.03
Myh10	6931.50	5395.44	4295.80	7777.79	5442.45	6448.81
Myh11	20.25	15.05	5.02	12.19	7.03	10.04
Myh13	2.02	5.00	2.09	2.07	1.07	0.00
Myh14	53.00	37.00	33.00	48.00	19.00	34.00
Myh15	4.00	0.00	2.00	2.00	0.00	1.00
Myh2	1.04	0.00	0.84	1.31	1.00	2.06
Myh3	27.78	28.00	18.78	55.66	43.84	64.88
Myh4	0.00	0.00	0.00	0.00	0.00	0.00
Myh6	14.45	12.00	7.50	5.94	9.78	7.72
Myh7	5.55	0.00	2.50	4.06	1.22	1.28
Myh7b	3.00	2.00	0.00	4.00	9.00	12.00
Myh8	5.04	2.00	2.06	1.02	1.00	2.03
Myh9	23516.25	18705.51	14289.18	17950.03	11053.52	13349.15
Myhas	0.00	0.00	0.00	0.00	0.00	1.00
Myl1	0.00	0.00	0.00	0.00	0.00	0.00
Myl10	0.00	0.00	0.00	0.00	0.00	0.00
Myl12a	5420.64	4281.80	3319.81	4431.30	3815.67	5339.37
Myl12b	2233.19	1712.20	1233.19	2121.70	1914.21	2531.84
Myl2	0.00	0.00	0.00	0.00	0.00	0.00
Myl3	1.00	0.00	2.00	1.00	1.00	0.00
Myl4	36.00	26.00	23.00	23.00	13.00	29.00
Myl6	7403.00	6087.00	4573.00	5571.00	5123.00	8712.98
Myl6b	121.00	106.00	82.00	118.00	122.00	183.02
Myl7	2.00	1.00	0.00	0.00	1.00	1.00
Myl9	2717.18	2190.00	1650.00	2157.00	1790.12	2758.80
Mylip	444.00	321.00	283.00	390.00	246.00	327.00
Mylk	685.00	530.00	443.00	578.00	398.00	504.00
Mylk2	5.00	0.00	1.00	5.00	2.00	7.00
Mylk3	4.00	3.00	3.00	0.00	2.00	1.00
Mylk4	1.00	3.00	0.00	3.00	2.00	0.00
Mylpf	12.00	6.00	2.00	8.00	11.00	24.00
Mymk	0.00	0.00	0.00	0.00	0.00	0.00
Mymx	1.00	1.00	0.00	2.00	1.00	4.00
Mynn	1001.00	902.00	622.00	1491.00	1492.00	1739.00
Myo10	2298.00	1885.00	1471.00	1998.00	1200.00	1323.00
Myo15	1.00	0.00	0.00	2.00	1.00	2.00
Myo16	496.00	448.00	299.00	546.00	376.00	382.00
Myo18a	2699.00	2218.00	1672.00	2737.00	1764.00	2159.00
Myo18b	19.00	27.00	16.00	14.00	10.00	16.00
Myo19	115.00	78.00	77.00	115.00	93.00	114.00
Myo1a	0.00	1.00	1.00	2.00	3.00	5.00
Myo1b	4838.00	4064.00	2954.00	5626.00	4303.00	5545.00
Myo1c	3205.00	2528.00	1929.00	2377.00	1746.00	2287.00
Myo1d	920.00	751.00	564.00	609.00	442.00	513.00
Myo1e	603.00	459.00	392.00	612.00	421.00	507.00
Myo1f	5.00	0.00	1.00	4.00	3.00	5.00
Myo1g	4.00	3.00	0.00	1.00	0.00	1.00
Myo1h	5.00	3.00	2.00	3.00	3.00	9.00
Myo3a	0.00	0.00	0.00	0.00	0.00	0.00
Myo3b	0.00	3.00	0.00	0.00	2.00	2.00
Myo5a	4700.00	3882.00	2854.00	6539.00	5017.00	5256.00
Myo5b	18.00	22.00	12.00	12.00	16.00	22.00
Myo5c	7.00	6.00	3.00	4.00	5.00	5.00
Myo6	1303.00	1008.00	831.00	1301.00	1024.00	1228.00
Myo7a	312.00	274.00	181.00	430.00	311.00	346.00
Myo7b	0.00	0.00	0.00	0.00	0.00	0.00
Myo9a	3402.00	2739.00	2230.00	4374.00	3350.00	3283.00
Myo9b	1069.00	856.00	715.00	1053.00	727.00	849.00
Myoc	0.00	0.00	0.00	0.00	0.00	0.00
Myocd	98.00	90.00	61.00	114.00	67.00	82.00
Myocos	0.00	0.00	2.00	0.00	0.00	0.00
